Municipio,Seccion,Tipo,PAN-PRD-PC,PRI-PVEM-PANAL-PD,PT,Validos,No Registrados,Nulos,Total,Nominal,,
GOMEZ PALACIO,600,C 2 ,122,129,3,254,0,9,263,550, ,
GOMEZ PALACIO,601,B ,88,162,8,258,0,3,261,512, ,
GOMEZ PALACIO,601,C 1 ,121,178,12,311,0,7,318,513, ,
GOMEZ PALACIO,601,C 2 ,115,143,10,268,0,2,270,513, ,
GOMEZ PALACIO,602,B ,78,169,3,250,0,15,265,560, ,
GOMEZ PALACIO,603,B ,116,179,8,303,2,14,319,582, ,
GOMEZ PALACIO,603,C 1 ,135,181,8,324,0,9,333,582, ,
GOMEZ PALACIO,603,C 2 ,132,162,10,304,0,11,315,582, ,
GOMEZ PALACIO,604,B ,83,118,10,211,0,6,217,425, ,
GOMEZ PALACIO,604,C ,82,103,20,205,0,9,214,426, ,
GOMEZ PALACIO,605,B ,115,113,5,233,0,7,240,628, ,
GOMEZ PALACIO,605,C 1 ,117,114,5,236,0,6,242,628, ,
GOMEZ PALACIO,605,C 2 ,111,128,9,248,0,10,258,629, ,
GOMEZ PALACIO,606,B ,33,60,2,95,0,3,98,217, ,
GOMEZ PALACIO,607,B ,91,172,11,274,0,9,283,588, ,
GOMEZ PALACIO,607,C ,100,187,9,296,1,8,305,588, ,
GOMEZ PALACIO,608,B ,138,194,13,345,0,16,361,638, ,
GOMEZ PALACIO,608,C ,157,163,13,333,0,14,347,638, ,
GOMEZ PALACIO,609,B ,93,101,7,201,0,3,204,441, ,
GOMEZ PALACIO,609,C ,79,90,3,172,0,3,175,441, ,
GOMEZ PALACIO,610,B ,112,108,5,225,0,7,232,503, ,
,,,,,,,,,,,,
GOMEZ PALACIO,611,B ,108,116,3,227,0,7,234,493,,
GOMEZ PALACIO,611,C,79,105,2,186,0,3,189,494,,
,,,,,,,,,,,,
GUADALUPE VICTORIA,612,B ,176,136,10,322,0,12,334,537, ,
GUADALUPE VICTORIA,612,C 1 ,149,120,19,288,0,9,297,537, ,
GUADALUPE VICTORIA,612,C 2 ,159,126,11,296,0,6,302,538, ,
GUADALUPE VICTORIA,613,B ,202,141,33,376,1,10,387,645, ,
GUADALUPE VICTORIA,613,C ,213,119,26,358,0,7,365,645, ,
GUADALUPE VICTORIA,614,B ,186,234,29,449,0,6,455,748, ,
GUADALUPE VICTORIA,614,C ,209,210,26,445,0,10,455,749, ,
GUADALUPE VICTORIA,615,B ,203,144,15,362,0,0,362,624, ,
GUADALUPE VICTORIA,615,C ,235,110,12,357,0,7,364,624, ,
GUADALUPE VICTORIA,616,B ,142,155,9,306,1,3,310,521, ,
GUADALUPE VICTORIA,616,C ,166,151,13,330,0,5,335,521, ,
GUADALUPE VICTORIA,617,B ,144,107,18,269,0,2,271,444, ,
GUADALUPE VICTORIA,617,C ,143,122,17,282,0,8,290,445, ,
GUADALUPE VICTORIA,618,B ,129,135,22,286,0,6,292,454, ,
GUADALUPE VICTORIA,618,C ,149,97,35,281,0,6,287,454, ,
GUADALUPE VICTORIA,619,B ,200,148,13,361,0,4,365,661, ,
GUADALUPE VICTORIA,619,C ,208,160,14,382,0,4,386,661, ,
GUADALUPE VICTORIA,620,B ,232,167,13,412,0,8,420,680, ,
GUADALUPE VICTORIA,620,C ,237,132,29,398,0,5,403,681, ,
GUADALUPE VICTORIA,621,B ,176,117,18,311,0,6,317,537, ,
GUADALUPE VICTORIA,621,C 1 ,199,130,28,357,0,6,363,537, ,
GUADALUPE VICTORIA,621,C 2 ,173,119,25,317,0,13,330,537, ,
GUADALUPE VICTORIA,622,B ,179,186,23,388,0,14,402,637, ,
GUADALUPE VICTORIA,623,B ,29,49,5,83,0,1,84,141, ,
GUADALUPE VICTORIA,624,B ,175,77,10,262,0,6,268,458, ,
GUADALUPE VICTORIA,624,C ,159,82,7,248,0,16,264,458, ,
GUADALUPE VICTORIA,625,B ,222,117,14,353,0,16,369,609, ,
GUADALUPE VICTORIA,625,C ,257,90,18,365,0,16,381,610, ,
GUADALUPE VICTORIA,626,B ,106,159,8,273,0,6,279,427, ,
GUADALUPE VICTORIA,627,B ,115,172,18,305,0,10,315,479, ,
,,,,,,,,,,,,
GUADALUPE VICTORIA,628,B ,133,163,37,333,0,12,345,562, ,
GUADALUPE VICTORIA,628,C ,130,166,28,324,0,0,324,563, ,
GUADALUPE VICTORIA,629,B ,143,181,12,336,0,10,346,580, ,
GUADALUPE VICTORIA,629,C ,149,153,11,313,0,10,323,580, ,
GUADALUPE VICTORIA,630,B ,138,213,7,358,0,10,368,557, ,
GUADALUPE VICTORIA,630,C 1 ,159,188,10,357,0,14,371,557, ,
GUADALUPE VICTORIA,630,C 2 ,132,242,4,378,0,14,392,557, ,
GUADALUPE VICTORIA,631,B ,191,95,25,311,0,4,315,532, ,
GUADALUPE VICTORIA,632,B ,116,128,21,265,0,10,275,470, ,
GUADALUPE VICTORIA,632,C ,91,110,29,230,1,14,245,471, ,
GUADALUPE VICTORIA,633,B ,109,117,22,248,0,27,275,468, ,
GUADALUPE VICTORIA,633,C ,123,83,17,223,0,12,235,469, ,
GUADALUPE VICTORIA,634,B ,175,126,13,314,1,11,326,622, ,
GUADALUPE VICTORIA,634,C ,170,150,7,327,0,11,338,622, ,
GUADALUPE VICTORIA,635,B ,203,117,10,330,0,15,345,640, ,
GUADALUPE VICTORIA,635,C ,222,107,12,341,0,11,352,641, ,
GUADALUPE VICTORIA,636,B ,216,103,10,329,0,26,355,634, ,
GUADALUPE VICTORIA,636,C 1 ,212,125,18,355,0,21,376,634, ,
GUADALUPE VICTORIA,636,C 2 ,219,123,11,353,0,16,369,635, ,
GUADALUPE VICTORIA,637,B ,118,88,22,228,0,12,240,361, ,
GUADALUPE VICTORIA,637,X ,17,13,10,40,0,2,42,63, ,
,,,,,,,,,,,,
GUANACEVI,638,B ,172,196,9,377,0,10,387,607, ,
GUANACEVI,638,C ,165,182,3,350,0,9,359,608, ,
GUANACEVI,639,B ,234,168,5,407,2,12,421,738, ,
GUANACEVI,640,B ,32,96,0,128,0,8,136,219, ,
GUANACEVI,641,B ,43,63,1,107,0,6,113,175, ,
GUANACEVI,641,X ,29,60,0,89,0,10,99,157, ,
GUANACEVI,642,B ,46,53,1,100,0,3,103,180, ,
GUANACEVI,642,X ,36,58,0,94,0,1,95,163, ,
GUANACEVI,643,B ,84,78,3,165,1,19,185,307, ,
GUANACEVI,644,B ,48,76,1,125,0,5,130,220, ,
GUANACEVI,644,X 1 ,35,41,2,78,0,4,82,130, ,
GUANACEVI,644,X 2 ,93,70,3,166,0,12,178,293, ,
GUANACEVI,645,B ,56,39,1,96,0,4,100,162, ,
GUANACEVI,646,B ,47,35,3,85,0,5,90,166, ,
GUANACEVI,647,B ,37,24,2,63,0,4,67,107, ,
GUANACEVI,648,B ,13,31,1,45,0,2,47,81, ,
GUANACEVI,649,B ,14,50,0,64,0,2,66,135, ,
GUANACEVI,650,B ,10,28,0,38,0,1,39,82, ,
GUANACEVI,651,B ,31,93,0,124,0,4,128,190, ,
GUANACEVI,653,B ,79,69,2,150,0,4,154,225, ,
GUANACEVI,654,B ,156,108,1,265,0,6,271,384, ,
GUANACEVI,654,C ,110,134,2,246,1,16,263,385, ,
GUANACEVI,655,B ,61,143,4,208,1,5,214,329, ,
GUANACEVI,656,B ,217,49,1,267,0,14,281,424, ,
GUANACEVI,657,B ,54,11,0,65,0,3,68,111, ,
GUANACEVI,658,B ,87,47,3,137,0,4,141,218, ,
GUANACEVI,659,B ,91,92,4,187,0,7,194,354, ,
GUANACEVI,660,B ,18,45,1,64,0,2,66,140, ,
GUANACEVI,661,B ,108,162,10,280,0,13,293,630, ,
GUANACEVI,662,B ,99,51,2,152,0,5,157,270, ,
,,,,,,,,,,,,
GUANACEVI,663,B,41,98,3,142,0,7,149,277,,
,,,,,,,,,,,,
HIDALGO,664,B ,90,193,62,345,0,18,363,591, ,
HIDALGO,665,B ,12,29,7,48,0,3,51,83, ,
HIDALGO,666,B ,35,101,24,160,0,5,165,260, ,
HIDALGO,667,B ,95,151,27,273,0,8,281,419, ,
HIDALGO,668,B ,64,146,44,254,1,4,259,421, ,
HIDALGO,668,C ,81,140,34,255,0,3,258,421, ,
HIDALGO,668,X ,47,60,6,113,0,3,116,204, ,
HIDALGO,669,B ,23,53,0,76,0,6,82,192, ,
HIDALGO,670,B ,107,186,2,295,0,10,305,453, ,
HIDALGO,671,B ,12,44,44,100,0,4,104,187, ,
HIDALGO,671,X 1 ,53,126,11,190,0,6,196,297, ,
HIDALGO,671,X 2 ,12,36,17,65,0,1,66,89, ,
,,,,,,,,,,,,
INDE,672,B ,144,113,,257,0,10,267,411,,
INDE,673,B ,85,91,,176,0,4,180,255,,
INDE,674,B ,105,76,,181,1,6,188,335,,
INDE,675,B ,76,77,,153,0,4,157,285,,
INDE,676,B ,30,45,,75,0,3,78,134,,
INDE,677,B ,40,25,,65,0,4,69,105,,
INDE,678,B ,204,205,,409,0,6,415,630,,
INDE,679,B ,82,70,,152,0,7,159,257,,
INDE,680,B ,45,41,,86,0,4,90,157,,
INDE,681,B ,94,66,,160,0,9,169,336,,
INDE,682,B ,47,36,,83,0,3,86,164,,
INDE,683,B ,86,53,,139,0,3,142,266,,
INDE,684,B ,185,99,,284,0,11,295,498,,
INDE,685,B ,67,73,,140,0,6,146,267,,
INDE,686,B ,121,134,,255,0,8,263,461,,
INDE,687,B ,118,83,,201,0,7,208,385,,
INDE,687,X ,78,14,,92,0,1,93,139,,
INDE,688,B ,36,48,,84,0,3,87,135,,
,,,,,,,,,,,,
LERDO,689,B ,105,165,14,284,0,8,292,721, ,
LERDO,689,C 1 ,115,154,11,280,0,8,288,721, ,
LERDO,689,C 2 ,141,159,10,310,0,9,319,721, ,
LERDO,689,C 3 ,133,166,13,312,0,4,316,721, ,
LERDO,689,C 4 ,112,135,12,259,0,10,269,722, ,
LERDO,690,B ,111,152,11,274,1,10,285,714, ,
LERDO,690,C 1 ,141,148,17,306,3,10,319,714, ,
LERDO,690,C 2 ,119,160,9,288,0,5,293,715, ,
LERDO,691,B ,68,112,15,195,0,7,202,490, ,
LERDO,691,C ,96,119,10,225,0,10,235,490, ,
LERDO,692,B ,102,99,17,218,0,4,222,518, ,
LERDO,692,C ,63,123,28,214,0,10,224,519, ,
LERDO,693,B ,92,120,31,243,0,14,257,601, ,
LERDO,693,C ,78,128,29,235,0,6,241,602, ,
LERDO,694,B ,108,155,21,284,0,15,299,690, ,
LERDO,694,C 1 ,124,157,20,301,0,12,313,691, ,
LERDO,694,C 2 ,120,154,16,290,0,11,301,691, ,
LERDO,695,B ,102,161,18,281,0,7,288,668, ,
LERDO,695,C 1 ,98,172,23,293,1,8,302,668, ,
LERDO,695,C 2 ,94,163,20,277,0,12,289,668, ,
LERDO,696,B ,109,187,12,308,0,12,320,710, ,
LERDO,696,C ,105,165,9,279,0,19,298,711, ,
LERDO,697,B ,94,149,12,255,2,8,265,529, ,
LERDO,697,C 1 ,91,143,11,245,0,8,253,529, ,
LERDO,697,C 2 ,81,135,16,232,0,13,245,530, ,
LERDO,698,B ,94,117,7,218,0,2,220,666, ,
LERDO,698,C 1 ,111,134,7,252,1,6,259,666, ,
LERDO,698,C 2 ,103,158,14,275,0,4,279,666, ,
LERDO,698,C 3 ,112,133,12,257,0,4,261,666, ,
LERDO,698,C 4 ,109,144,8,261,0,7,268,667, ,
,,,,,,,,,,,,
LERDO,699,B ,135,205,11,351,2,18,371,719, ,
LERDO,699,C ,118,201,15,334,2,11,347,720, ,
LERDO,700,B ,102,118,20,240,0,8,248,576, ,
LERDO,700,C 1 ,99,107,19,225,0,11,236,576, ,
LERDO,700,C 2 ,102,131,15,248,0,9,257,577, ,
LERDO,701,B ,111,149,13,273,0,14,287,678, ,
LERDO,701,C ,86,175,21,282,0,6,288,679, ,
LERDO,702,B ,75,140,12,227,0,3,230,453, ,
LERDO,702,C ,101,101,13,215,0,5,220,454, ,
LERDO,703,B ,46,141,7,194,2,19,215,487, ,
LERDO,703,C ,77,144,7,228,0,10,238,488, ,
LERDO,704,B ,93,141,7,241,0,17,258,510, ,
LERDO,704,C ,94,168,11,273,1,16,290,511, ,
LERDO,705,B ,117,220,21,358,1,7,366,736, ,
LERDO,705,C 1 ,101,223,16,340,0,20,360,736, ,
LERDO,705,C 2 ,127,199,19,345,0,17,362,736, ,
LERDO,706,B ,78,101,40,219,0,10,229,557, ,
LERDO,706,C ,79,97,22,198,0,8,206,557, ,
LERDO,707,B ,148,150,23,321,0,12,333,736, ,
LERDO,708,B ,84,70,31,185,0,6,191,472, ,
LERDO,708,C ,73,100,21,194,0,8,202,472, ,
LERDO,709,B ,56,90,19,165,0,4,169,392, ,
LERDO,709,C ,75,87,7,169,0,7,176,392, ,
LERDO,710,B ,49,146,32,227,1,8,236,576, ,
LERDO,710,C ,72,140,28,240,1,4,245,577, ,
LERDO,711,B ,95,199,13,307,0,9,316,710, ,
LERDO,711,C ,114,199,19,332,0,9,341,710, ,
LERDO,712,B ,65,129,8,202,0,8,210,458, ,
LERDO,712,C ,61,139,7,207,4,18,229,459, ,
LERDO,713,B ,54,161,3,218,0,8,226,473, ,
,,,,,,,,,,,,
LERDO,713,C ,69,158,7,234,0,16,250,473, ,
LERDO,714,B ,65,126,12,203,1,8,212,447, ,
LERDO,714,C ,77,121,5,203,0,9,212,447, ,
LERDO,715,B ,68,185,9,262,1,5,268,559, ,
LERDO,715,C ,76,182,9,267,0,11,278,560, ,
LERDO,716,B ,56,145,13,214,0,9,223,486, ,
LERDO,716,C ,102,144,11,257,0,5,262,486, ,
LERDO,717,B ,51,105,7,163,0,10,173,398, ,
LERDO,717,C ,61,111,12,184,0,7,191,398, ,
LERDO,718,B ,94,105,18,217,0,5,222,547, ,
LERDO,718,C ,85,116,14,215,1,11,227,547, ,
LERDO,719,B ,89,172,8,269,2,5,276,582, ,
LERDO,719,C ,88,156,6,250,1,7,258,583, ,
LERDO,720,B ,85,164,10,259,0,8,267,647, ,
LERDO,720,C ,94,164,16,274,1,9,284,647, ,
LERDO,721,B ,107,202,19,328,0,8,336,655, ,
LERDO,721,C ,90,194,11,295,0,8,303,656, ,
LERDO,722,B ,96,150,19,265,0,8,273,574, ,
LERDO,722,C 1 ,101,153,11,265,0,12,277,574, ,
LERDO,722,C 2 ,79,160,18,257,0,13,270,574, ,
LERDO,723,B ,128,175,13,316,1,10,327,735, ,
LERDO,723,C ,130,189,10,329,1,12,342,736, ,
LERDO,724,B ,70,152,11,233,0,10,243,623, ,
LERDO,724,C ,73,163,20,256,0,8,264,624, ,
LERDO,725,B ,56,171,31,258,0,8,266,731, ,
LERDO,726,B ,62,99,13,174,0,7,181,492, ,
LERDO,726,C ,88,90,13,191,0,8,199,492, ,
LERDO,727,B ,62,133,34,229,0,5,234,531, ,
LERDO,727,C 1 ,59,117,31,207,0,6,213,531, ,
LERDO,727,C 2 ,54,120,28,202,1,8,211,531, ,
,,,,,,,,,,,,
LERDO,728,B ,94,105,4,203,0,10,213,391, ,
LERDO,729,B ,48,97,12,157,0,2,159,262, ,
LERDO,730,B ,146,224,9,379,0,13,392,650, ,
LERDO,730,C ,156,217,13,386,1,10,397,650, ,
LERDO,730,X ,109,156,8,273,0,6,279,438, ,
LERDO,731,B ,66,76,18,160,0,5,165,406, ,
LERDO,731,C ,71,78,12,161,0,9,170,407, ,
LERDO,732,B ,86,87,23,196,1,10,207,461, ,
LERDO,732,C ,93,85,6,184,0,11,195,461, ,
LERDO,733,B ,76,150,6,232,0,7,239,588, ,
LERDO,733,C 1 ,95,154,4,253,0,7,260,588, ,
LERDO,733,C 2 ,105,125,10,240,0,14,254,588, ,
LERDO,733,C 3 ,90,142,7,239,0,12,251,589, ,
LERDO,734,B ,79,189,17,285,1,12,298,587, ,
LERDO,734,C ,81,171,16,268,0,17,285,588, ,
LERDO,735,B ,105,218,13,336,0,10,346,593, ,
LERDO,735,C 1 ,95,244,8,347,0,10,357,593, ,
LERDO,735,C 2 ,104,256,10,370,0,12,382,594, ,
LERDO,736,B ,142,136,11,289,0,11,300,515, ,
LERDO,737,B ,137,211,12,360,0,9,369,603, ,
LERDO,737,C ,160,185,6,351,0,9,360,603, ,
LERDO,738,B ,152,194,24,370,0,10,380,618, ,
LERDO,738,C 1 ,171,188,21,380,0,11,391,618, ,
LERDO,738,C 2 ,160,179,23,362,2,12,376,619, ,
LERDO,739,B ,97,186,17,300,1,5,306,511, ,
LERDO,739,C 1 ,92,165,23,280,0,24,304,512, ,
LERDO,739,C 2 ,99,176,20,295,0,11,306,512, ,
LERDO,740,B ,57,139,5,201,0,5,206,426, ,
LERDO,741,B ,107,234,6,347,0,11,358,601, ,
LERDO,741,C ,121,236,3,360,0,11,371,601, ,
,,,,,,,,,,,,
LERDO,742,B ,68,249,14,331,1,7,339,582, ,
LERDO,742,C ,106,207,22,335,1,16,352,583, ,
LERDO,743,B ,64,249,7,320,0,9,329,523, ,
LERDO,744,B ,36,129,5,170,0,9,179,427, ,
LERDO,744,C ,45,107,5,157,0,8,165,428, ,
LERDO,745,B ,70,116,12,198,0,10,208,460, ,
LERDO,745,C ,77,114,23,214,0,8,222,460, ,
LERDO,746,B ,144,93,19,256,0,13,269,574, ,
LERDO,746,C 1 ,116,112,17,245,0,7,252,574, ,
LERDO,746,C 2 ,155,84,23,262,0,10,272,574, ,
LERDO,747,B ,128,165,16,309,0,16,325,607, ,
LERDO,747,C 1 ,135,153,14,302,0,7,309,608, ,
LERDO,747,C 2 ,124,147,7,278,0,17,295,608, ,
LERDO,748,B ,74,110,12,196,0,10,206,428, ,
LERDO,748,C ,94,88,6,188,0,7,195,429, ,
LERDO,748,X ,59,58,11,128,0,9,137,318, ,
LERDO,749,B ,69,130,10,209,0,16,225,518, ,
LERDO,749,C ,98,118,21,237,0,6,243,518, ,
LERDO,750,B ,74,98,13,185,0,8,193,426, ,
LERDO,750,C ,79,101,4,184,0,7,191,427, ,
LERDO,751,B ,61,121,9,191,0,0,191,452, ,
LERDO,751,C ,69,131,10,210,0,7,217,452, ,
LERDO,752,B ,58,150,7,215,0,7,222,531, ,
LERDO,752,C ,89,108,7,204,0,14,218,531, ,
LERDO,753,B ,53,139,13,205,0,4,209,438, ,
LERDO,753,C ,46,129,2,177,0,6,183,439, ,
LERDO,754,B ,150,159,9,318,0,18,336,514, ,
LERDO,754,C 1 ,127,168,4,299,0,12,311,515, ,
LERDO,754,C 2 ,142,154,8,304,1,20,325,515, ,
LERDO,755,B ,183,174,26,383,0,21,404,667, ,
,,,,,,,,,,,,
LERDO,755,C ,171,192,10,373,0,16,389,667, ,
LERDO,756,B ,126,214,24,364,0,16,380,626, ,
LERDO,756,C ,120,216,32,368,0,20,388,627, ,
LERDO,757,B ,92,151,30,273,0,12,285,532, ,
LERDO,757,C ,93,157,18,268,0,16,284,533, ,
LERDO,758,B ,61,119,9,189,0,2,191,371, ,
LERDO,759,B ,66,91,3,160,4,10,174,291, ,
LERDO,760,B ,107,167,39,313,0,9,322,694, ,
LERDO,760,C ,145,159,29,333,0,15,348,695, ,
LERDO,761,B ,80,163,9,252,0,16,268,562, ,
LERDO,761,C 1 ,100,154,11,265,0,12,277,562, ,
LERDO,761,C 2 ,129,155,9,293,1,12,306,563, ,
LERDO,762,B ,61,123,4,188,0,13,201,420, ,
LERDO,762,C ,63,124,5,192,0,18,210,421, ,
LERDO,763,B ,93,147,9,249,0,15,264,519, ,
LERDO,763,C ,75,149,19,243,0,10,253,520, ,
LERDO,763,X ,59,83,9,151,0,7,158,489, ,
LERDO,764,B ,152,130,11,293,0,16,309,514, ,
LERDO,764,C ,155,106,9,270,0,19,289,514, ,
LERDO,765,B ,69,84,1,154,1,14,169,285, ,
LERDO,766,B ,12,32,2,46,0,0,46,65, ,
LERDO,767,B ,148,129,13,290,0,12,302,732, ,
LERDO,768,B ,15,56,6,77,0,3,80,162, ,
,,,,,,,,,,,,
MAPIMI,769,B ,151,276,0,427,2,7,436,661, ,
MAPIMI,769,C 1 ,159,254,7,420,0,17,437,661, ,
MAPIMI,769,C 2 ,156,256,6,418,0,10,428,662, ,
MAPIMI,770,B ,105,164,3,272,0,3,275,414, ,
MAPIMI,770,C ,98,162,3,263,0,12,275,414, ,
MAPIMI,771,B ,75,197,12,284,0,14,298,420, ,
MAPIMI,771,C ,67,182,11,260,0,7,267,421, ,
MAPIMI,772,B ,48,93,3,144,1,6,151,296, ,
MAPIMI,773,B ,38,74,1,113,0,4,117,223, ,
MAPIMI,774,B ,42,48,1,91,1,5,97,169, ,
MAPIMI,775,B ,14,31,0,45,0,1,46,83, ,
MAPIMI,777,B ,113,131,11,255,0,17,272,547, ,
MAPIMI,777,C 1 ,85,150,12,247,0,20,267,503, ,
MAPIMI,777,C 2 ,113,137,9,259,0,9,268,503, ,
MAPIMI,778,B ,125,176,4,305,0,5,310,623, ,
MAPIMI,778,C ,124,178,7,309,1,16,326,598, ,
MAPIMI,780,B ,94,137,3,234,0,30,264,536, ,
MAPIMI,780,X ,41,30,6,77,0,9,86,139, ,
MAPIMI,781,B ,71,36,0,107,0,7,114,220, ,
MAPIMI,782,B ,30,28,0,58,0,3,61,108, ,
MAPIMI,782,X ,28,56,0,84,0,2,86,159, ,
MAPIMI,783,B ,39,92,5,136,0,7,143,299, ,
MAPIMI,785,B ,164,194,13,371,0,14,385,677, ,
MAPIMI,786,B ,126,158,21,305,0,11,316,466, ,
MAPIMI,786,C ,117,152,21,290,0,13,303,467, ,
MAPIMI,787,B ,176,189,17,382,1,13,396,623, ,
MAPIMI,788,B ,128,186,12,326,4,15,345,535, ,
MAPIMI,788,C 1 ,123,195,13,331,0,13,344,536, ,
MAPIMI,788,C 2 ,165,160,9,334,0,18,352,536, ,
MAPIMI,789,B ,149,130,3,282,0,14,296,456, ,
,,,,,,,,,,,,
MAPIMI,789,C ,152,133,6,291,0,8,299,456, ,
MAPIMI,790,B ,109,128,16,253,0,6,259,375, ,
MAPIMI,790,C ,102,132,7,241,0,21,262,376, ,
MAPIMI,791,B ,208,217,25,450,0,13,463,745, ,
MAPIMI,792,B ,166,191,4,361,0,14,375,631, ,
MAPIMI,792,X ,90,178,59,327,0,6,333,496, ,
MAPIMI,793,B ,124,130,6,260,0,11,271,522, ,
MAPIMI,794,B ,40,55,0,95,0,5,100,184, ,
MAPIMI,795,B ,23,79,2,104,0,1,105,204, ,
,,,,,,,,,,,,
MEZQUITAL,796,B ,85,149,5,239,0,11,250,478, ,
MEZQUITAL,796,C ,96,115,6,217,0,11,228,478, ,
MEZQUITAL,797,B ,104,135,5,244,0,10,254,448, ,
MEZQUITAL,797,C ,83,122,6,211,0,16,227,449, ,
MEZQUITAL,798,B ,40,76,15,131,0,9,140,408, ,
MEZQUITAL,799,B ,77,61,9,147,0,9,156,390, ,
MEZQUITAL,800,B ,71,120,5,196,0,7,203,432, ,
MEZQUITAL,800,C ,50,95,10,155,0,10,165,433, ,
MEZQUITAL,801,B ,47,78,2,127,0,9,136,298, ,
MEZQUITAL,802,B ,8,61,1,70,0,1,71,121, ,
MEZQUITAL,803,B ,68,107,0,175,0,5,180,260, ,
MEZQUITAL,804,B ,8,91,1,100,0,4,104,164, ,
MEZQUITAL,805,B ,26,87,9,122,0,21,143,406, ,
MEZQUITAL,806,B ,61,100,1,162,0,20,182,272, ,
MEZQUITAL,807,B ,162,132,7,301,0,28,329,480, ,
MEZQUITAL,808,B ,134,206,6,346,0,28,374,595, ,
MEZQUITAL,809,B ,43,92,6,141,0,10,151,256, ,
MEZQUITAL,809,X 1 ,98,112,11,221,0,34,255,364, ,
MEZQUITAL,809,X 2 ,89,100,7,196,0,42,238,381, ,
MEZQUITAL,810,B ,171,186,14,371,1,94,466,745, ,
MEZQUITAL,810,X 1 ,63,133,13,209,0,53,262,521, ,
MEZQUITAL,810,X 2 ,29,130,7,166,3,31,200,289, ,
MEZQUITAL,811,B ,96,172,0,268,0,35,303,495, ,
MEZQUITAL,811,C ,94,131,5,230,1,39,270,496, ,
MEZQUITAL,811,X 1 ,72,133,4,209,0,37,246,380, ,
MEZQUITAL,811,X 2 ,79,131,6,216,0,30,246,380, ,
MEZQUITAL,812,B ,58,137,2,197,1,19,217,327, ,
MEZQUITAL,813,B ,97,183,1,281,0,20,301,513, ,
MEZQUITAL,814,B ,67,142,7,216,0,20,236,351, ,
MEZQUITAL,815,B ,72,107,1,180,0,12,192,284, ,
,,,,,,,,,,,,
MEZQUITAL,816,B ,141,187,3,331,0,17,348,515, ,
MEZQUITAL,816,C ,103,203,10,316,0,31,347,516, ,
MEZQUITAL,817,B ,77,240,1,318,0,32,350,634, ,
MEZQUITAL,817,C ,63,266,7,336,0,16,352,635, ,
MEZQUITAL,818,B ,63,33,0,96,0,8,104,204, ,
MEZQUITAL,819,B ,27,7,1,35,0,4,39,118, ,
MEZQUITAL,820,B ,51,63,4,118,0,14,132,240, ,
MEZQUITAL,820,X ,134,108,4,246,1,42,289,465, ,
MEZQUITAL,821,B ,159,196,2,357,0,29,386,574, ,
MEZQUITAL,821,C ,188,161,2,351,0,36,387,575, ,
MEZQUITAL,821,X ,133,96,7,236,0,40,276,404, ,
MEZQUITAL,822,B ,140,107,6,253,0,33,286,396, ,
MEZQUITAL,822,C ,133,100,2,235,0,32,267,397, ,
MEZQUITAL,822,X ,103,150,5,258,0,24,282,414, ,
MEZQUITAL,823,B ,115,178,15,308,0,40,348,579, ,
MEZQUITAL,823,X ,4,108,0,112,0,0,112,158, ,
MEZQUITAL,824,B ,4,273,4,281,0,22,303,416, ,
MEZQUITAL,825,B ,84,124,4,212,0,26,238,378, ,
MEZQUITAL,825,C ,80,143,8,231,0,17,248,379, ,
MEZQUITAL,826,B ,147,150,7,304,0,24,328,542, ,
MEZQUITAL,826,C ,106,150,10,266,0,12,278,543, ,
MEZQUITAL,827,B ,66,148,4,218,0,14,232,378, ,
MEZQUITAL,827,X ,88,157,6,251,0,20,271,469, ,
,,,,,,,,,,,,
NAZAS,828,B ,165,88,13,266,0,7,273,385, ,
NAZAS,828,C ,127,100,25,252,0,3,255,386, ,
NAZAS,829,B ,243,155,58,456,0,13,469,733, ,
NAZAS,830,B ,167,71,19,257,0,11,268,385, ,
NAZAS,830,C ,162,95,13,270,0,0,270,386, ,
NAZAS,831,B ,186,95,19,300,0,9,309,442, ,
NAZAS,831,X ,110,74,13,197,0,8,205,260, ,
NAZAS,832,B ,66,120,7,193,0,5,198,263, ,
NAZAS,833,B ,223,196,11,430,0,13,443,700, ,
NAZAS,834,B ,236,143,42,421,0,14,435,717, ,
NAZAS,835,B ,157,121,24,302,0,9,311,514, ,
NAZAS,836,B ,176,114,33,323,0,14,337,492, ,
NAZAS,837,B ,178,145,55,378,0,9,387,569, ,
NAZAS,838,B ,131,101,44,276,0,3,279,425, ,
NAZAS,839,B ,188,179,20,387,1,7,395,578, ,
NAZAS,839,C ,192,167,20,379,3,10,392,579, ,
NAZAS,840,B ,243,173,21,437,0,17,454,599, ,
NAZAS,841,B ,65,67,24,156,0,5,161,245, ,
NAZAS,842,B ,62,138,17,217,0,14,231,359, ,
NAZAS,843,B ,37,45,21,103,0,4,107,164, ,
NAZAS,844,B ,77,64,56,197,0,3,200,340, ,
,,,,,,,,,,,,
NOMBRE DE DIOS,845,B ,68,93,99,260,0,13,273,455, ,
NOMBRE DE DIOS,845,C ,76,85,99,260,1,12,273,456, ,
NOMBRE DE DIOS,846,B ,108,97,152,357,0,12,369,589, ,
NOMBRE DE DIOS,846,C 1 ,102,89,189,380,0,12,392,589, ,
NOMBRE DE DIOS,846,C 2 ,100,86,178,364,0,10,374,589, ,
NOMBRE DE DIOS,847,B ,107,118,126,351,0,8,359,596, ,
NOMBRE DE DIOS,847,C ,125,75,136,336,0,22,358,597, ,
