MUNICIPIO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,CA,PRD,PT,PSN,PAS,CONVERGENCIA,MEXICOPOSIBLE,VOTOS NULOS,TOTAL
MONTERREY,1124,CONTIGUA 1,736,51,301,3,,,,4,2,13,374
MONTERREY,1124,CONTIGUA 2,736,49,278,5,,,,1,4,14,351
MONTERREY,1125,BASICA,738,89,274,4,,,,1,1,16,385
MONTERREY,1125,CONTIGUA 1,739,54,279,4,,,,5,2,12,356
MONTERREY,1126,BASICA,607,178,182,11,,,,3,4,2,380
MONTERREY,1126,CONTIGUA 1,607,151,181,8,,,,5,6,4,355
MONTERREY,1127,BASICA,521,62,189,6,,,,3,2,7,269
MONTERREY,1127,CONTIGUA 1,522,54,181,2,,,,4,0,6,247
MONTERREY,1127,CONTIGUA 2,522,61,188,4,,,,4,2,6,265
MONTERREY,1128,BASICA,511,127,155,5,,,,6,2,7,302
MONTERREY,1128,CONTIGUA 1,512,130,138,1,,,,6,4,9,288
MONTERREY,1129,BASICA,734,303,164,8,,,,10,5,3,493
MONTERREY,1130,BASICA,391,167,87,2,,,,1,2,6,265
MONTERREY,1130,CONTIGUA 1,391,135,106,1,,,,2,6,3,253
MONTERREY,1131,BASICA,184,28,65,1,,,,1,0,2,97
MONTERREY,1132,BASICA,165,15,58,2,,,,2,1,0,78
MONTERREY,1133,BASICA,430,96,117,7,,,,0,2,5,227
MONTERREY,1134,BASICA,613,142,202,6,,,,2,3,3,358
MONTERREY,1134,CONTIGUA 1,613,141,192,6,,,,5,2,2,348
MONTERREY,1135,BASICA,517,100,143,7,,,,0,0,7,257
MONTERREY,1136,BASICA,624,113,165,6,,,,4,1,8,297
MONTERREY,1137,BASICA,514,92,142,4,,,,3,1,8,250
MONTERREY,1138,BASICA,369,102,106,5,,,,1,1,4,219
MONTERREY,1139,BASICA,301,51,99,0,,,,2,1,3,156
MONTERREY,1140,BASICA,352,51,119,3,,,,1,1,2,177
MONTERREY,1141,BASICA,416,97,110,8,,,,1,2,6,224
MONTERREY,1142,BASICA,130,25,49,2,,,,1,2,1,80
MONTERREY,1143,BASICA,285,70,68,2,,,,1,1,8,150
MONTERREY,1144,BASICA,348,63,95,3,,,,2,2,2,167
MONTERREY,1145,BASICA,294,42,91,1,,,,5,1,4,144
MONTERREY,1146,BASICA,516,102,146,2,,,,6,2,5,263
MONTERREY,1147,BASICA,484,82,155,6,,,,3,0,41,287
MONTERREY,1148,BASICA,503,124,148,6,,,,5,2,3,288
MONTERREY,1149,BASICA,497,114,140,6,,,,4,1,2,267
MONTERREY,1150,BASICA,696,143,242,9,,,,1,2,10,407
MONTERREY,1151,BASICA,321,92,76,8,,,,2,3,3,184
MONTERREY,1152,BASICA,563,100,155,6,,,,7,2,8,278
MONTERREY,1153,BASICA,281,38,102,3,,,,1,1,4,149
MONTERREY,1154,BASICA,468,56,150,2,,,,3,0,39,250
MONTERREY,1154,CONTIGUA 1,468,55,185,4,,,,2,1,6,253
MONTERREY,1155,BASICA,380,51,138,2,,,,1,2,5,199
MONTERREY,1156,BASICA,467,48,122,0,,,,4,3,9,186
MONTERREY,1157,BASICA,516,58,157,2,,,,20,5,20,262
MONTERREY,1158,BASICA,524,72,155,5,,,,5,5,5,247
MONTERREY,1159,BASICA,364,57,113,7,,,,6,1,5,189
MONTERREY,1160,BASICA,269,29,117,1,,,,1,0,5,153
MONTERREY,1161,BASICA,344,30,107,2,,,,0,0,3,142
MONTERREY,1162,BASICA,380,57,106,2,,,,2,3,8,178
MONTERREY,1163,BASICA,364,38,119,2,,,,1,0,0,160
MONTERREY,1164,BASICA,255,73,64,4,,,,0,0,1,142
MONTERREY,1165,BASICA,287,52,88,3,,,,1,1,4,149
MONTERREY,1166,BASICA,557,86,197,4,,,,0,0,6,293
MONTERREY,1167,BASICA,465,72,139,4,,,,1,0,7,223
MONTERREY,1168,BASICA,127,23,37,1,,,,0,1,2,64
MONTERREY,1169,BASICA,132,25,37,0,,,,4,3,3,72
MONTERREY,1170,BASICA,95,15,23,1,,,,0,2,0,41
MONTERREY,1171,BASICA,171,30,47,1,,,,0,0,0,78
MONTERREY,1172,BASICA,110,17,23,0,,,,1,0,1,42
MONTERREY,1173,BASICA,219,37,56,3,,,,2,1,5,104
MONTERREY,1174,BASICA,278,49,81,1,,,,0,3,5,139
MONTERREY,1175,BASICA,463,121,138,7,,,,1,2,1,270
MONTERREY,1176,BASICA,330,68,68,6,,,,1,3,3,149
MONTERREY,1177,BASICA,276,43,65,5,,,,0,1,4,118
MONTERREY,1178,BASICA,250,56,69,4,,,,2,2,1,134
MONTERREY,1179,BASICA,81,13,20,2,,,,0,1,0,36
MONTERREY,1180,BASICA,306,65,98,5,,,,0,3,1,172
MONTERREY,1181,BASICA,217,48,55,2,,,,4,1,3,113
MONTERREY,1182,BASICA,268,62,70,5,,,,4,4,5,150
MONTERREY,1183,BASICA,377,78,97,5,,,,3,1,2,186
MONTERREY,1184,BASICA,199,53,28,3,,,,2,2,1,89
MONTERREY,1185,BASICA,84,22,34,1,,,,1,0,0,58
MONTERREY,1186,BASICA,260,90,51,1,,,,1,2,1,146
MONTERREY,1187,BASICA,260,73,63,7,,,,7,1,1,152
MONTERREY,1188,BASICA,321,95,83,6,,,,2,1,2,189
MONTERREY,1189,BASICA,424,134,92,3,,,,5,4,7,245
MONTERREY,1190,BASICA,105,28,30,0,,,,0,0,2,60
MONTERREY,1191,BASICA,296,64,87,4,,,,2,2,3,162
MONTERREY,1192,BASICA,108,10,28,1,,,,0,0,0,39
MONTERREY,1193,BASICA,206,48,43,3,,,,0,4,2,100
MONTERREY,1194,BASICA,154,39,29,1,,,,1,3,1,74
MONTERREY,1195,BASICA,369,76,85,6,,,,1,2,3,173
MONTERREY,1196,BASICA,677,167,160,10,,,,3,4,7,351
MONTERREY,1197,BASICA,86,14,37,0,,,,1,1,2,55
MONTERREY,1198,BASICA,134,32,31,0,,,,0,1,1,65
MONTERREY,1199,BASICA,161,41,38,3,,,,1,0,2,85
MONTERREY,1200,BASICA,73,20,16,0,,,,0,2,0,38
MONTERREY,1201,BASICA,170,50,46,3,,,,1,2,0,102
MONTERREY,1202,BASICA,250,46,74,6,,,,1,0,2,129
MONTERREY,1203,BASICA,131,38,35,3,,,,0,1,1,78
MONTERREY,1204,BASICA,179,51,50,2,,,,1,0,1,105
MONTERREY,1205,BASICA,712,119,233,4,,,,8,3,11,378
MONTERREY,1206,BASICA,526,81,189,3,,,,3,2,7,285
MONTERREY,1207,BASICA,648,86,225,4,,,,3,1,4,323
MONTERREY,1208,BASICA,624,77,219,4,,,,2,2,9,313
MONTERREY,1209,BASICA,619,83,212,3,,,,3,1,12,314
MONTERREY,1210,BASICA,443,70,173,6,,,,4,0,6,259
MONTERREY,1211,BASICA,620,118,209,4,,,,5,2,4,342
MONTERREY,1212,BASICA,462,83,159,4,,,,6,3,6,261
MONTERREY,1213,BASICA,501,117,165,3,,,,4,3,10,302
MONTERREY,1214,BASICA,376,55,123,5,,,,1,2,8,194
MONTERREY,1215,BASICA,439,79,173,3,,,,7,2,4,268
MONTERREY,1216,BASICA,376,79,135,4,,,,1,2,9,230
MONTERREY,1217,BASICA,371,78,124,4,,,,0,2,6,214
MONTERREY,1218,BASICA,690,103,267,5,,,,6,2,11,394
MONTERREY,1219,BASICA,379,99,101,6,,,,3,0,5,214
MONTERREY,1219,CONTIGUA 1,380,110,103,4,,,,2,0,9,228
MONTERREY,1220,BASICA,451,80,151,7,,,,7,5,3,253
MONTERREY,1220,CONTIGUA 1,451,75,178,3,,,,3,0,4,263
MONTERREY,1221,BASICA,624,126,226,3,,,,0,5,10,370
MONTERREY,1222,BASICA,434,67,148,4,,,,2,4,2,227
MONTERREY,1222,CONTIGUA 1,434,64,153,1,,,,3,1,6,228
MONTERREY,1223,BASICA,438,68,144,2,,,,2,0,8,224
MONTERREY,1223,CONTIGUA 1,438,73,118,2,,,,2,4,8,207
MONTERREY,1224,BASICA,630,72,218,8,,,,3,3,11,315
MONTERREY,1225,BASICA,565,70,222,5,,,,5,1,9,312
MONTERREY,1225,CONTIGUA 1,565,73,268,3,,,,6,0,20,370
MONTERREY,1226,BASICA,502,79,161,4,,,,1,1,6,252
MONTERREY,1227,BASICA,470,59,164,0,,,,2,3,6,234
MONTERREY,1227,CONTIGUA 1,471,69,156,4,,,,6,2,3,240
MONTERREY,1228,BASICA,593,47,186,4,,,,1,1,4,243
MONTERREY,1228,CONTIGUA 1,593,50,250,4,,,,7,5,4,320
MONTERREY,1229,BASICA,437,17,188,0,,,,2,0,6,213
MONTERREY,1229,CONTIGUA 1,437,23,149,4,,,,1,0,7,184
MONTERREY,1230,BASICA,702,33,373,3,,,,5,0,7,421
MONTERREY,1230,CONTIGUA 1,703,37,260,6,,,,2,1,9,315
MONTERREY,1231,BASICA,550,45,198,5,,,,4,0,10,262
MONTERREY,1231,CONTIGUA 1,551,49,162,4,,,,4,0,9,228
MONTERREY,1232,BASICA,559,98,182,7,,,,7,1,2,297
MONTERREY,1232,CONTIGUA 1,560,86,174,3,,,,5,4,11,283
MONTERREY,1233,BASICA,594,79,219,4,,,,7,1,3,313
MONTERREY,1233,CONTIGUA 1,595,114,204,4,,,,3,5,24,354
MONTERREY,1234,BASICA,660,79,268,5,,,,2,2,9,365
MONTERREY,1235,BASICA,741,52,293,4,,,,3,0,10,362
MONTERREY,1235,CONTIGUA 1,742,51,302,5,,,,2,1,6,367
MONTERREY,1236,BASICA,588,41,229,12,,,,5,1,6,294
MONTERREY,1236,CONTIGUA 1,589,54,205,8,,,,3,2,4,276
MONTERREY,1237,BASICA,669,55,224,3,,,,3,1,6,292
MONTERREY,1237,CONTIGUA 1,669,63,228,5,,,,2,1,8,307
MONTERREY,1238,BASICA,665,56,270,6,,,,1,1,9,343
MONTERREY,1238,CONTIGUA 1,666,39,234,5,,,,2,2,11,293
MONTERREY,1239,BASICA,386,36,140,6,,,,2,0,4,188
MONTERREY,1239,CONTIGUA 1,386,33,139,2,,,,3,0,8,185
MONTERREY,1240,BASICA,464,24,226,1,,,,3,1,0,255
MONTERREY,1240,CONTIGUA 1,464,23,192,1,,,,4,0,0,220
MONTERREY,1241,BASICA,556,74,172,4,,,,0,0,10,260
MONTERREY,1242,BASICA,539,107,168,4,,,,2,1,4,286
MONTERREY,1243,BASICA,441,78,157,1,,,,2,2,5,245
MONTERREY,1243,CONTIGUA 1,442,88,147,2,,,,3,2,6,248
MONTERREY,1244,BASICA,389,85,96,3,,,,0,2,5,191
MONTERREY,1244,CONTIGUA 1,390,94,111,4,,,,2,0,4,215
MONTERREY,1245,BASICA,300,51,100,0,,,,0,2,0,153
MONTERREY,1246,BASICA,389,57,142,4,,,,1,0,1,205
MONTERREY,1246,CONTIGUA 1,390,83,125,7,,,,2,1,1,219
MONTERREY,1247,BASICA,563,120,189,9,,,,3,4,4,329
MONTERREY,1247,CONTIGUA 1,564,111,207,3,,,,0,1,0,322
MONTERREY,1248,BASICA,438,78,170,3,,,,3,1,8,263
MONTERREY,1248,CONTIGUA 1,438,77,149,3,,,,2,0,5,236
MONTERREY,1249,BASICA,430,108,128,10,,,,0,1,1,248
MONTERREY,1250,BASICA,667,161,199,5,,,,1,1,11,378
MONTERREY,1251,BASICA,557,96,174,6,,,,4,2,11,293
MONTERREY,1252,BASICA,557,133,178,6,,,,3,2,3,325
MONTERREY,1253,BASICA,413,81,134,4,,,,1,6,4,230
MONTERREY,1253,CONTIGUA 1,413,91,119,3,,,,4,4,3,224
MONTERREY,1254,BASICA,388,87,132,2,,,,0,4,2,227
MONTERREY,1255,BASICA,548,117,180,5,,,,7,2,7,318
MONTERREY,1256,BASICA,442,104,126,9,,,,1,3,7,250
MONTERREY,1257,BASICA,643,141,178,5,,,,7,1,7,339
MONTERREY,1258,BASICA,731,165,202,15,,,,3,6,5,396
MONTERREY,1259,BASICA,478,109,138,2,,,,1,5,6,261
MONTERREY,1260,BASICA,427,121,104,4,,,,6,4,2,241
MONTERREY,1261,BASICA,421,82,115,3,,,,5,1,2,208
MONTERREY,1262,BASICA,254,50,98,6,,,,3,2,1,160
MONTERREY,1263,BASICA,476,71,149,4,,,,3,6,3,236
MONTERREY,1264,BASICA,566,111,202,6,,,,3,3,5,330
MONTERREY,1265,BASICA,100,18,45,0,,,,2,0,0,65
MONTERREY,1266,BASICA,444,95,128,6,,,,1,3,6,239
MONTERREY,1267,BASICA,712,151,229,4,,,,2,2,3,391
MONTERREY,1268,BASICA,282,80,75,3,,,,0,1,6,165
MONTERREY,1269,BASICA,381,102,118,1,,,,2,3,5,231
MONTERREY,1270,BASICA,382,100,107,13,,,,0,1,5,226
MONTERREY,1271,BASICA,282,78,73,7,,,,1,3,2,164
MONTERREY,1272,BASICA,273,55,89,6,,,,1,0,1,152
MONTERREY,1273,BASICA,305,73,97,3,,,,2,2,4,181
MONTERREY,1274,BASICA,685,177,197,11,,,,0,7,0,392
MONTERREY,1275,BASICA,642,189,147,10,,,,4,4,5,359
MONTERREY,1276,BASICA,394,77,118,3,,,,2,5,5,210
MONTERREY,1277,BASICA,430,116,128,6,,,,1,2,2,255
MONTERREY,1278,BASICA,385,98,93,4,,,,5,0,4,204
MONTERREY,1279,BASICA,426,101,122,4,,,,3,0,0,230
MONTERREY,1280,BASICA,186,43,61,1,,,,2,2,0,109
MONTERREY,1281,BASICA,706,136,199,12,,,,4,3,6,360
MONTERREY,1282,BASICA,502,135,118,6,,,,1,6,5,271
MONTERREY,1283,BASICA,222,72,51,6,,,,1,5,3,138
MONTERREY,1284,BASICA,549,120,155,13,,,,4,3,5,300
MONTERREY,1285,BASICA,558,135,155,12,,,,4,7,2,315
MONTERREY,1285,CONTIGUA 1,559,133,163,10,,,,2,5,2,315
MONTERREY,1286,BASICA,474,124,114,6,,,,2,6,4,256
MONTERREY,1286,CONTIGUA 1,474,132,129,4,,,,3,6,8,282
MONTERREY,1287,BASICA,358,92,90,11,,,,4,1,2,200
MONTERREY,1288,BASICA,740,129,240,4,,,,6,7,12,398
MONTERREY,1289,BASICA,457,81,133,4,,,,2,3,5,228
MONTERREY,1289,CONTIGUA 1,457,64,123,4,,,,5,2,7,205
MONTERREY,1290,BASICA,590,87,177,6,,,,2,2,10,284
MONTERREY,1291,BASICA,448,68,154,7,,,,7,1,6,243
MONTERREY,1291,CONTIGUA 1,448,78,149,0,,,,3,1,4,235
MONTERREY,1292,BASICA,547,78,162,11,,,,3,2,12,268
MONTERREY,1292,CONTIGUA 1,548,81,148,6,,,,1,4,43,283
MONTERREY,1292,CONTIGUA 2,548,87,169,4,,,,6,2,9,277
MONTERREY,1293,BASICA,632,103,208,7,,,,4,4,2,328
MONTERREY,1294,BASICA,441,129,120,5,,,,5,4,2,265
MONTERREY,1294,CONTIGUA 1,441,120,137,11,,,,3,0,1,272
MONTERREY,1295,BASICA,536,136,152,8,,,,3,2,3,304
MONTERREY,1296,BASICA,423,57,136,9,,,,1,5,4,212
MONTERREY,1296,CONTIGUA 1,424,89,151,9,,,,1,4,6,260
MONTERREY,1297,BASICA,493,151,139,17,,,,3,7,7,324
MONTERREY,1298,BASICA,497,159,126,15,,,,3,2,5,310
MONTERREY,1299,BASICA,733,207,170,13,,,,3,3,27,423
MONTERREY,1299,CONTIGUA 1,734,177,210,11,,,,8,10,5,421
MONTERREY,1300,BASICA,708,114,245,5,,,,5,4,12,385
MONTERREY,1301,BASICA,444,68,145,4,,,,4,2,6,229
MONTERREY,1301,CONTIGUA 1,444,76,128,2,,,,3,1,7,217
MONTERREY,1302,BASICA,629,94,219,13,,,,3,2,12,343
MONTERREY,1303,BASICA,469,73,127,2,,,,0,2,5,209
MONTERREY,1304,BASICA,523,126,180,2,,,,7,3,6,324
MONTERREY,1304,CONTIGUA 1,523,137,152,2,,,,2,3,4,300
MONTERREY,1305,BASICA,485,113,125,9,,,,7,3,4,261
MONTERREY,1305,CONTIGUA 1,486,131,128,11,,,,4,3,4,281
MONTERREY,1306,BASICA,639,152,177,10,,,,8,3,6,356
MONTERREY,1307,BASICA,559,185,154,10,,,,3,3,9,364
MONTERREY,1307,CONTIGUA 1,559,194,150,6,,,,4,4,9,367
MONTERREY,1307,CONTIGUA 2,560,173,164,7,,,,2,3,2,351
MONTERREY,1308,BASICA,728,150,235,8,,,,2,2,9,406
MONTERREY,1309,BASICA,737,239,190,5,,,,5,1,3,443
MONTERREY,1309,CONTIGUA 1,738,241,206,5,,,,11,4,2,469
MONTERREY,1310,BASICA,543,155,151,3,,,,4,3,8,324
MONTERREY,1310,CONTIGUA 1,543,172,159,3,,,,7,1,0,342
MONTERREY,1310,CONTIGUA 2,544,137,193,8,,,,2,0,6,346
MONTERREY,1311,BASICA,566,155,156,3,,,,9,2,6,331
MONTERREY,1311,CONTIGUA 1,566,166,157,7,,,,2,4,4,340
MONTERREY,1312,BASICA,729,278,197,6,,,,9,5,3,498
MONTERREY,1312,CONTIGUA 1,729,273,165,10,,,,7,7,5,467
MONTERREY,1313,BASICA,492,71,149,8,,,,1,1,5,235
MONTERREY,1313,CONTIGUA 1,492,74,153,7,,,,3,0,7,244
MONTERREY,1314,BASICA,730,210,212,8,,,,5,8,3,446
MONTERREY,1314,CONTIGUA 1,730,179,225,10,,,,5,4,10,433
MONTERREY,1315,BASICA,535,194,138,8,,,,6,1,3,350
MONTERREY,1315,CONTIGUA 1,536,209,123,12,,,,2,3,2,351
MONTERREY,1315,CONTIGUA 2,536,195,149,9,,,,6,4,4,367
MONTERREY,1316,BASICA,502,124,141,7,,,,3,7,0,282
MONTERREY,1316,CONTIGUA 1,502,126,113,7,,,,2,1,9,258
MONTERREY,1316,CONTIGUA 2,502,117,155,7,,,,4,4,4,291
MONTERREY,1317,BASICA,729,153,217,4,,,,1,2,14,391
MONTERREY,1318,BASICA,649,227,175,10,,,,6,8,7,433
MONTERREY,1318,CONTIGUA 1,649,216,165,8,,,,5,5,6,405
MONTERREY,1319,BASICA,456,95,123,5,,,,3,2,2,230
MONTERREY,1319,CONTIGUA 1,456,86,121,8,,,,3,5,4,227
MONTERREY,1320,BASICA,391,76,111,3,,,,4,1,0,195
MONTERREY,1320,CONTIGUA 1,391,72,115,1,,,,2,2,4,196
MONTERREY,1321,BASICA,663,92,223,4,,,,2,3,14,338
MONTERREY,1322,BASICA,454,95,119,3,,,,2,6,3,228
MONTERREY,1323,BASICA,406,87,123,1,,,,1,0,4,216
MONTERREY,1324,BASICA,517,132,126,6,,,,2,12,18,296
MONTERREY,1325,BASICA,450,148,93,1,,,,3,6,1,252
MONTERREY,1325,CONTIGUA 1,450,149,90,7,,,,0,8,3,257
MONTERREY,1326,BASICA,604,206,170,5,,,,5,5,5,396
MONTERREY,1326,CONTIGUA 1,604,233,150,13,,,,1,5,2,404
MONTERREY,1326,CONTIGUA 2,605,216,145,4,,,,0,6,7,378
MONTERREY,1327,BASICA,400,84,97,5,,,,3,2,4,195
MONTERREY,1327,CONTIGUA 1,401,107,89,6,,,,2,1,6,211
MONTERREY,1328,BASICA,468,121,124,4,,,,2,3,4,258
MONTERREY,1329,BASICA,510,172,131,8,,,,3,6,2,322
MONTERREY,1329,CONTIGUA 1,510,183,111,3,,,,5,0,3,305
MONTERREY,1329,CONTIGUA 2,511,174,109,6,,,,1,4,5,299
MONTERREY,1330,BASICA,673,285,147,5,,,,6,9,5,457
MONTERREY,1330,CONTIGUA 1,674,264,163,6,,,,7,6,1,447
MONTERREY,1331,BASICA,601,259,122,2,,,,3,6,9,401
MONTERREY,1331,CONTIGUA 1,601,231,133,7,,,,8,5,7,391
MONTERREY,1331,CONTIGUA 2,602,258,147,7,,,,4,4,1,421
MONTERREY,1332,BASICA,620,235,150,1,,,,3,6,5,400
MONTERREY,1332,CONTIGUA 1,620,242,151,4,,,,3,5,0,405
MONTERREY,1332,CONTIGUA 2,621,219,155,6,,,,1,3,3,387
MONTERREY,1333,BASICA,575,269,121,8,,,,2,1,6,407
MONTERREY,1333,CONTIGUA 1,575,255,133,5,,,,1,3,2,399
MONTERREY,1333,CONTIGUA 2,576,234,132,3,,,,5,4,4,382
MONTERREY,1334,BASICA,599,265,133,2,,,,3,2,8,413
MONTERREY,1334,CONTIGUA 1,599,278,104,5,,,,2,8,8,405
MONTERREY,1334,CONTIGUA 2,600,266,105,10,,,,4,5,7,397
MONTERREY,1335,BASICA,697,252,153,8,,,,3,10,0,426
MONTERREY,1335,CONTIGUA 1,697,265,143,9,,,,6,6,11,440
MONTERREY,1336,BASICA,606,198,141,5,,,,1,5,5,355
MONTERREY,1336,CONTIGUA 1,607,189,159,6,,,,3,3,4,364
MONTERREY,1336,CONTIGUA 2,607,185,157,5,,,,4,2,9,362
MONTERREY,1337,BASICA,539,180,92,5,,,,1,9,1,288
MONTERREY,1337,CONTIGUA 1,540,185,93,5,,,,3,5,4,295
MONTERREY,1338,BASICA,546,168,89,3,,,,4,4,3,271
MONTERREY,1338,CONTIGUA 1,546,175,74,4,,,,0,6,5,264
MONTERREY,1338,CONTIGUA 2,546,173,81,4,,,,3,2,0,263
MONTERREY,1339,BASICA,498,115,137,1,,,,1,6,5,265
MONTERREY,1339,CONTIGUA 1,499,130,138,4,,,,2,4,3,281
MONTERREY,1340,BASICA,442,87,137,3,,,,2,2,4,235
MONTERREY,1341,BASICA,675,162,177,8,,,,5,4,6,362
MONTERREY,1342,BASICA,458,92,164,1,,,,3,1,4,265
MONTERREY,1342,CONTIGUA 1,458,82,136,3,,,,6,3,4,234
MONTERREY,1343,BASICA,547,104,191,3,,,,5,2,10,315
MONTERREY,1343,CONTIGUA 1,547,103,181,7,,,,4,5,10,310
MONTERREY,1344,BASICA,378,70,130,3,,,,2,2,1,208
MONTERREY,1344,CONTIGUA 1,378,78,118,3,,,,2,2,10,213
MONTERREY,1345,BASICA,388,143,88,4,,,,1,3,8,247
MONTERREY,1345,CONTIGUA 1,389,138,89,4,,,,4,4,5,244
MONTERREY,1346,BASICA,699,291,132,7,,,,3,5,7,445
MONTERREY,1346,CONTIGUA 1,700,254,116,9,,,,5,11,5,400
MONTERREY,1347,BASICA,572,153,70,5,,,,4,5,3,240
MONTERREY,1347,CONTIGUA 1,572,175,60,7,,,,3,7,3,255
MONTERREY,1348,BASICA,429,107,54,6,,,,3,4,1,175
MONTERREY,1348,CONTIGUA 1,429,112,48,4,,,,5,10,3,182
MONTERREY,1349,BASICA,392,150,100,4,,,,3,1,2,260
MONTERREY,1349,CONTIGUA 1,393,152,92,5,,,,1,4,0,254
MONTERREY,1350,BASICA,589,193,165,7,,,,7,3,2,377
MONTERREY,1350,CONTIGUA 1,589,186,156,6,,,,9,2,4,363
MONTERREY,1350,CONTIGUA 2,589,200,154,13,,,,2,3,2,374
MONTERREY,1351,BASICA,534,203,107,5,,,,6,7,2,330
MONTERREY,1351,CONTIGUA 1,534,197,109,4,,,,4,9,3,326
MONTERREY,1351,CONTIGUA 2,535,196,98,8,,,,4,10,6,322
MONTERREY,1352,BASICA,614,249,141,4,,,,4,8,0,406
MONTERREY,1352,CONTIGUA 1,614,269,131,4,,,,2,5,5,416
MONTERREY,1352,CONTIGUA 2,615,267,124,3,,,,1,4,2,401
MONTERREY,1353,BASICA,564,275,81,6,,,,1,2,1,366
MONTERREY,1353,CONTIGUA 1,564,294,79,3,,,,3,5,2,386
MONTERREY,1354,BASICA,511,237,84,4,,,,5,3,1,334
MONTERREY,1354,CONTIGUA 1,512,230,98,4,,,,2,2,1,337
MONTERREY,1355,BASICA,692,95,227,2,,,,4,2,10,340
MONTERREY,1355,CONTIGUA 1,692,75,217,5,,,,2,0,11,310
MONTERREY,1355,CONTIGUA 2,692,76,224,4,,,,3,4,6,317
MONTERREY,1356,BASICA,568,50,179,4,,,,3,0,8,244
MONTERREY,1356,CONTIGUA 1,568,55,156,6,,,,7,1,8,233
MONTERREY,1356,CONTIGUA 2,568,49,197,3,,,,3,0,15,267
MONTERREY,1356,CONTIGUA 3,568,52,178,2,,,,0,0,7,239
MONTERREY,1357,BASICA,553,59,173,11,,,,3,2,10,258
MONTERREY,1357,CONTIGUA 1,553,59,185,5,,,,4,2,12,267
MONTERREY,1357,CONTIGUA 2,554,41,206,6,,,,2,1,7,263
MONTERREY,1358,BASICA,651,48,216,13,,,,4,0,17,298
MONTERREY,1358,CONTIGUA 1,651,49,209,6,,,,6,0,17,287
MONTERREY,1358,CONTIGUA 2,651,38,190,9,,,,5,4,15,261
MONTERREY,1359,BASICA,643,53,207,11,,,,4,2,15,292
MONTERREY,1359,CONTIGUA 1,643,55,202,12,,,,6,4,17,296
MONTERREY,1359,CONTIGUA 2,643,59,192,5,,,,7,5,14,282
MONTERREY,1360,BASICA,603,181,166,3,,,,7,3,3,363
MONTERREY,1360,CONTIGUA 1,604,162,176,5,,,,5,3,7,358
MONTERREY,1360,CONTIGUA 2,604,173,161,10,,,,5,4,4,357
MONTERREY,1361,BASICA,468,150,135,2,,,,3,5,3,298
MONTERREY,1361,CONTIGUA 1,469,186,99,3,,,,3,0,1,292
MONTERREY,1362,BASICA,558,48,219,4,,,,4,1,5,281
MONTERREY,1362,CONTIGUA 1,559,22,221,2,,,,5,2,9,261
MONTERREY,1363,BASICA,544,73,156,5,,,,2,0,6,242
MONTERREY,1363,CONTIGUA 1,545,54,172,6,,,,3,1,7,243
MONTERREY,1364,BASICA,615,211,152,2,,,,8,3,2,378
MONTERREY,1364,CONTIGUA 1,616,210,154,11,,,,4,6,9,394
MONTERREY,1364,CONTIGUA 2,616,215,163,7,,,,6,3,7,401
MONTERREY,1365,BASICA,521,186,133,2,,,,2,4,1,328
MONTERREY,1365,CONTIGUA 1,521,237,106,7,,,,2,5,2,359
MONTERREY,1365,CONTIGUA 2,521,193,123,3,,,,3,3,5,330
MONTERREY,1366,BASICA,621,159,183,3,,,,8,1,2,356
MONTERREY,1366,CONTIGUA 1,622,187,156,2,,,,4,4,6,359
MONTERREY,1367,BASICA,573,156,155,4,,,,4,3,5,327
MONTERREY,1367,CONTIGUA 1,574,167,150,6,,,,4,4,7,338
MONTERREY,1368,BASICA,536,136,177,2,,,,4,1,14,334
MONTERREY,1368,CONTIGUA 1,536,142,133,10,,,,6,0,11,302
MONTERREY,1369,BASICA,580,93,182,5,,,,2,1,7,290
MONTERREY,1369,CONTIGUA 1,581,72,203,3,,,,2,0,9,289
MONTERREY,1370,BASICA,474,28,196,5,,,,1,1,5,236
MONTERREY,1370,CONTIGUA 1,474,29,182,4,,,,4,2,8,229
MONTERREY,1371,BASICA,618,41,222,1,,,,0,2,15,281
MONTERREY,1371,CONTIGUA 1,618,43,217,7,,,,2,1,17,287
MONTERREY,1372,BASICA,588,90,218,4,,,,2,1,6,321
MONTERREY,1372,CONTIGUA 1,589,95,182,1,,,,0,1,8,287
MONTERREY,1373,BASICA,633,74,226,1,,,,5,0,10,316
MONTERREY,1373,CONTIGUA 1,634,97,212,6,,,,3,1,5,324
MONTERREY,1374,BASICA,702,54,237,4,,,,2,1,20,318
MONTERREY,1374,CONTIGUA 1,702,55,217,2,,,,3,2,11,290
MONTERREY,1375,BASICA,537,34,227,4,,,,1,1,6,273
MONTERREY,1375,CONTIGUA 1,537,47,208,6,,,,2,2,10,275
MONTERREY,1375,CONTIGUA 2,537,33,233,1,,,,2,2,11,282
MONTERREY,1376,BASICA,695,65,293,3,,,,4,3,11,379
MONTERREY,1376,CONTIGUA 1,695,51,279,5,,,,3,2,10,350
MONTERREY,1376,CONTIGUA 2,696,78,297,9,,,,1,4,13,402
MONTERREY,1377,BASICA,510,29,187,3,,,,1,3,7,230
MONTERREY,1377,CONTIGUA 1,511,34,205,1,,,,1,2,15,258
MONTERREY,1378,BASICA,554,49,199,1,,,,1,0,21,271
MONTERREY,1378,CONTIGUA 1,555,30,209,3,,,,0,0,0,242
