CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,561,B,1,160,138,47,3,77,2,1,1,,,,,0,430,23,453,636,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,562,B,2,73,102,5,,39,1,4,2,,1,2,,0,231,11,242,404,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,562,C01,2,93,96,10,2,41,7,4,2,,1,,,0,258,9,267,404,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,563,B,2,93,88,23,5,115,17,11,,1,1,3,,0,359,23,382,531,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,778,B,68,115,65,68,53,32,4,14,1,2,2,8,,0,432,21,453,693,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,778,C01,64,133,75,89,43,25,5,9,3,5,2,8,,0,461,13,474,692,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,779,B,54,136,65,49,44,16,5,18,,1,3,3,,1,394,16,411,555,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,779,C01,56,141,66,37,46,10,6,18,2,5,3,4,,0,394,11,405,555,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,780,B,94,135,56,36,58,17,2,41,2,3,2,5,,0,451,10,461,643,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,780,C01,87,119,72,39,58,14,5,27,3,3,5,4,,0,436,19,455,643,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,781,B,98,117,70,44,44,9,3,20,5,0,2,6,,0,418,17,435,581,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,781,C01,82,116,77,41,32,30,3,21,1,5,2,3,,0,413,11,424,580,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,781,C02,99,112,65,50,42,16,4,22,,2,7,3,,0,422,12,434,580,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,782,B,53,62,79,33,46,5,0,26,,1,1,5,,0,311,9,320,525,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,782,C01,43,89,88,47,35,3,4,19,,,3,7,,0,338,13,351,525,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,783,B,38,60,79,31,30,3,6,11,3,,,5,,0,266,5,271,395,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,783,C01,17,82,74,40,25,2,,14,2,4,,2,,0,262,7,269,395,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,784,B,18,107,56,48,50,14,3,15,1,1,1,16,,0,330,8,338,491,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,784,C01,11,99,29,69,30,29,3,26,2,2,1,10,,0,311,17,328,490,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,785,B,40,69,119,70,14,20,2,21,1,,1,5,,0,362,29,391,635,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,786,B,17,27,36,45,15,4,,7,,1,1,,,0,153,2,155,184,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,787,B,10,51,16,18,26,36,3,4,1,1,1,3,,1,170,5,176,270,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,788,B,2,44,21,25,3,6,,1,,1,,2,,0,105,6,111,153,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,858,B,,83,67,38,5,106,23,13,101,1,5,,,0,442,27,469,612,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,858,C01,2,,75,55,,104,21,7,90,5,2,98,,0,459,21,480,612,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,858,C02,1,79,67,64,3,94,22,6,101,,1,,,0,438,32,470,611,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,858,C03,1,66,81,58,4,101,19,4,72,,3,2,,0,411,18,429,611,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,858,E01,,35,36,76,,112,12,,7,1,0,,,0,279,3,282,354,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,859,B,1,128,91,72,6,117,44,6,79,2,,2,,0,548,25,573,730,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,859,C01,2,112,94,60,6,95,40,3,71,1,,2,,0,486,37,523,730,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,859,C02,,132,83,80,6,95,44,13,75,,1,5,,0,534,41,575,730,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,860,B,2,63,30,15,2,63,5,1,60,,,,,0,241,15,256,308,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,861,B,,15,91,23,2,42,2,,17,,1,,,0,193,27,220,289,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,862,B,4,116,28,121,10,52,33,2,43,,,1,,0,410,12,422,546,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,862,C01,,125,40,87,2,49,49,1,30,,,1,,0,384,20,404,545,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,862,E01,,34,55,22,,28,4,,25,1,1,,,0,170,11,181,253,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,863,B,,22,59,98,2,44,9,11,11,,1,,,0,257,9,266,343,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,864,B,2,30,69,74,1,24,18,,24,,2,,,0,244,22,266,351,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,865,B,1,79,42,53,4,35,19,,79,,1,1,,0,314,22,336,494,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,866,B,6,14,104,33,,55,7,1,29,,,,,0,249,22,271,353,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,867,B,4,81,56,81,2,77,2,3,17,1,,,,0,324,16,340,464,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,867,C01,6,92,47,96,1,67,2,4,21,,,1,,0,337,30,367,463,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,867,E01,4,5,86,55,,53,6,3,55,,,,,0,267,14,281,323,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1444,B,8,78,27,75,8,13,9,7,1,3,1,9,,1,239,17,257,487,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1444,C01,5,101,21,71,6,18,5,10,,,5,7,,0,249,14,263,487,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1445,B,8,119,32,70,10,29,6,9,4,1,3,15,,0,306,30,336,606,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1445,C01,13,98,43,91,4,18,7,8,3,1,3,12,,0,301,23,324,605,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1445,SMR01,,12,8,13,,5,,1,1,1,,,,0,41,1,42,0,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1445,SRP01,0,21,6,6,1,6,4,6,1,0,2,1,0,0,54,3,57,0,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1446,B,11,124,28,118,15,16,2,9,5,1,4,16,,2,349,0,351,715,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1446,C01,11,102,25,134,10,25,7,4,2,,,10,,0,330,10,340,714,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1447,B,5,85,27,43,15,22,6,3,1,1,3,7,,0,218,14,232,427,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1447,C01,1,90,23,46,11,22,5,5,1,1,4,4,,0,213,17,230,427,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1448,B,14,81,21,35,11,24,7,10,3,4,4,6,,0,220,19,239,376,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1448,C01,6,80,24,44,10,27,4,8,3,2,4,6,,0,218,17,235,375,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1449,B,10,123,30,120,14,30,9,17,3,,7,11,,0,374,28,402,745,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1449,C01,11,120,49,89,9,26,17,19,5,9,7,17,,2,378,26,406,745,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1450,B,4,144,31,48,,32,14,3,3,5,1,,,0,285,27,312,508,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1450,C01,11,127,35,62,4,20,15,9,5,4,4,4,,0,300,21,321,508,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1451,B,6,86,25,50,5,23,7,8,,2,7,2,,0,221,14,235,454,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1451,C01,15,84,15,63,5,26,16,10,3,3,3,2,,0,245,20,265,453,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1452,B,16,85,26,62,3,16,10,5,,8,8,6,,0,245,18,263,511,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1452,C01,4,107,23,84,5,23,9,8,2,1,3,5,,0,274,17,291,510,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1453,B,7,65,30,91,9,21,3,7,1,2,2,,,0,238,15,253,540,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1453,C01,4,66,31,6,73,25,12,14,,2,7,1,,0,241,0,241,539,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1454,B,10,114,54,80,8,21,4,15,1,3,4,9,,0,323,20,343,668,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1454,C01,5,99,53,82,7,34,7,20,3,,3,5,,0,318,19,337,668,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1454,C02,13,120,34,83,5,15,6,13,1,4,9,11,,0,314,20,334,667,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1455,B,11,160,47,24,7,8,6,9,,,3,2,,0,277,5,282,589,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1455,C01,10,132,33,24,13,14,8,11,1,2,3,7,,0,258,9,267,589,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1456,B,6,200,58,,,8,10,15,2,3,,,,0,302,13,315,679,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1457,B,2,37,7,28,2,,3,,,,1,,,0,80,4,84,112,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1458,B,8,63,15,23,13,16,5,2,,,2,6,,0,153,9,162,389,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1458,C01,9,102,12,17,13,4,3,2,2,,1,6,,0,171,13,184,389,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1459,B,26,155,25,69,,14,2,7,1,3,8,,,0,310,14,324,540,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1460,B,1,101,16,82,4,48,4,9,,,,1,,0,266,15,281,491,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1461,B,,22,3,27,2,14,1,1,,,,,,0,70,0,70,111,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1462,B,4,96,15,30,4,5,1,7,2,,2,7,,0,173,11,184,660,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1463,B,3,75,7,50,4,3,3,3,2,,1,2,,2,153,3,158,527,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1463,C01,4,61,12,43,1,5,,8,1,1,2,3,,0,141,6,147,526,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1464,B,6,132,30,34,12,21,6,29,,1,2,5,,0,278,5,283,535,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1464,C01,12,104,25,53,10,20,8,24,,3,1,3,,0,263,12,275,535,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1465,B,5,137,31,38,7,3,5,2,1,,1,13,,0,243,13,256,467,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1465,C01,2,109,18,55,8,4,2,5,0,1,1,15,,0,220,12,232,466,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1466,B,3,31,8,34,1,2,1,0,,,,4,,0,84,1,85,155,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1467,B,9,37,14,48,2,20,,1,,20,1,,,0,152,5,157,272,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1468,B,3,88,27,60,7,5,2,1,,1,,7,,0,201,8,209,472,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1469,B,8,56,26,100,19,7,3,3,2,1,3,10,,0,238,17,255,417,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1469,C01,8,65,30,22,11,2,2,4,1,1,4,19,,0,169,0,169,417,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1470,B,,24,30,4,2,31,,3,,,,6,,0,100,1,101,213,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1471,B,2,52,22,30,3,10,,,,,,4,,0,123,3,126,250,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1472,B,1,123,61,66,5,12,2,1,1,,,12,,0,284,17,301,520,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1473,B,1,80,25,37,35,15,3,6,,,1,16,,0,219,10,229,378,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1473,C01,2,86,22,22,34,11,1,1,1,,,5,,0,185,8,193,377,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1474,B,13,141,67,38,5,40,,2,,2,,5,,0,313,9,322,613,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1475,B,3,21,9,63,1,61,1,,,,,,,0,159,17,176,261,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1476,B,2,32,8,22,1,47,1,,,,1,2,,0,116,8,124,191,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1477,B,1,58,125,58,4,48,5,2,2,,,4,,0,307,40,347,539,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1477,C01,1,56,94,44,5,70,3,,1,,,9,,0,283,42,325,538,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1478,B,11,76,148,70,4,50,7,6,,,,11,,0,383,28,411,674,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1478,C01,8,70,133,57,8,44,4,5,1,1,,5,,0,336,0,336,674,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1479,B,13,110,2,33,7,24,1,1,1,1,1,2,,0,196,18,214,515,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1479,C01,17,103,6,33,8,15,2,2,,3,1,5,,0,195,27,222,514,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1543,B,6,65,91,8,20,18,3,10,7,16,5,9,,0,258,21,279,652,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1543,C01,2,76,74,5,26,10,6,10,5,19,4,4,,0,241,17,258,652,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1543,C02,7,89,81,5,14,16,11,6,7,11,1,5,,5,253,20,278,651,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1543,C03,3,82,90,5,26,17,5,6,1,19,1,4,,3,259,16,278,651,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1545,B,6,91,46,7,18,8,11,3,,3,,1,,0,194,11,205,383,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1547,B,3,123,73,3,4,12,1,12,,3,5,5,,0,244,16,260,639,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1547,C01,5,107,115,,7,23,,7,1,2,4,,,0,271,11,282,639,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1547,C02,6,113,81,2,9,24,1,9,1,5,,6,,0,257,0,257,638,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1552,B,3,122,62,8,9,25,9,13,3,8,,1,,1,263,8,272,617,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1554,B,1,82,28,,11,,1,0,,5,,5,,0,133,5,138,274,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1555,B,2,48,55,4,5,2,2,6,0,4,,1,,0,129,5,134,325,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1557,B,3,100,54,9,55,23,5,5,2,2,2,2,,0,262,10,272,615,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1557,C01,7,97,51,10,56,25,1,8,1,12,4,3,,0,275,20,295,614,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1558,B,3,79,44,,3,3,1,4,,11,1,1,,0,150,2,152,379,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1558,C01,1,44,49,,2,1,5,2,5,13,3,3,,0,128,2,130,379,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1559,B,2,136,125,1,2,7,5,6,1,27,,5,,0,317,12,329,688,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1560,B,,70,63,1,10,4,2,5,4,7,2,4,,0,172,6,178,384,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1560,C01,,52,80,3,7,7,,4,1,15,1,1,,0,171,3,174,383,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1561,B,,32,8,,1,1,,,,,,,,0,42,0,42,110,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1562,B,1,97,23,3,2,40,2,14,,2,2,5,,0,191,8,199,502,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1562,C01,,113,29,4,,54,2,10,1,2,,7,,0,222,5,227,501,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1563,B,1,118,44,4,2,66,3,23,1,2,1,10,,0,275,13,288,694,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1564,B,,108,43,1,3,66,2,8,1,4,2,6,,0,244,11,255,671,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2420,B,54,57,70,14,2,73,8,8,2,6,3,3,,0,300,32,332,462,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2420,C01,49,80,43,23,4,67,4,11,1,10,4,1,,0,297,23,320,462,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2421,B,110,132,30,21,6,83,11,19,4,5,6,,,0,427,19,446,672,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2421,C01,83,148,25,25,6,66,8,23,5,10,3,1,,2,403,22,427,671,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2422,B,47,178,34,29,6,57,8,23,4,7,6,3,,0,402,22,424,574,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2423,B,68,181,40,33,6,70,7,19,3,6,3,,,0,436,21,457,724,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2423,C01,64,206,38,45,9,56,12,13,2,10,4,1,,0,460,8,468,724,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2424,B,53,160,43,53,4,83,2,16,,6,3,,,0,423,23,446,741,Acta Casilla,,,
