CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,8,EL ORO,18,OCAMPO,909,B,178,149,,,17,,,,,1,,,,,,,,,59,,,,,,,0,404,8,412,574,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OCAMPO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OCAMPO_AEC_AYU_0909B.pdf
1,10,DURANGO,8,EL ORO,18,OCAMPO,910,B,159,139,,,10,,,,,0,,,,,,,,,136,,,,,,,0,444,10,454,668,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OCAMPO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OCAMPO_AEC_AYU_0910B.pdf
1,10,DURANGO,8,EL ORO,18,OCAMPO,911,B,208,193,,,38,,,,,1,,,,,,,,,34,,,,,,,0,474,5,479,703,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OCAMPO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OCAMPO_AEC_AYU_0911B.pdf
1,10,DURANGO,8,EL ORO,18,OCAMPO,912,B,13,45,,,3,,,,,1,,,,,,,,,27,,,,,,,0,89,1,90,137,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OCAMPO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/OCAMPO_AEC_AYU_0912B.pdf
1,10,DURANGO,8,EL ORO,18,OCAMPO,913,B,65,76,,,10,,,,,1,,,,,,,,,39,,,,,,,0,191,11,202,299,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OCAMPO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/OCAMPO_AEC_AYU_0913B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,914,B,148,143,,,10,,,,,3,,,,,,,,,,,,,,,,0,304,7,311,472,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0914B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,914,C01,152,137,,,13,,,,,0,,,,,,,,,,,,,,,,1,302,3,306,472,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0914C1.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,915,B,94,116,,,6,,,,,4,,,,,,,,,,,,,,,,0,220,3,223,398,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0915B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,915,C01,84,145,,,6,,,,,1,,,,,,,,,,,,,,,,0,236,2,238,398,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0915C1.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,916,B,176,171,,,7,,,,,7,,,,,,,,,,,,,,,,0,361,7,368,583,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0916B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,916,C01,191,191,,,3,,,,,2,,,,,,,,,,,,,,,,0,387,9,396,583,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0916C1.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,916,SMR01,13,10,,,0,,,,,1,,,,,,,,,,,,,,,,0,24,1,25,0,Acta casilla,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,917,B,174,237,,,12,,,,,0,,,,,,,,,,,,,,,,0,423,15,438,686,Acta casilla,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,917,C01,160,262,,,10,,,,,4,,,,,,,,,,,,,,,,0,436,7,443,685,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0917C1.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,919,B,77,75,,,2,,,,,2,,,,,,,,,,,,,,,,0,156,1,157,257,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0919B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,922,B,35,32,,,3,,,,,0,,,,,,,,,,,,,,,,0,70,4,74,130,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0922B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,923,B,90,50,,,1,,,,,1,,,,,,,,,,,,,,,,0,142,1,143,240,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0923B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,924,B,57,40,,,2,,,,,0,,,,,,,,,,,,,,,,0,99,5,104,191,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0924B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,927,B,40,17,,,0,,,,,0,,,,,,,,,,,,,,,,0,57,4,61,104,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0927B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,928,B,162,12,,,4,,,,,0,,,,,,,,,,,,,,,,0,178,5,183,298,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0928B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,930,B,68,23,,,2,,,,,0,,,,,,,,,,,,,,,,0,93,5,98,199,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0930B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,932,B,63,20,,,0,,,,,0,,,,,,,,,,,,,,,,0,83,2,85,149,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0932B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,933,B,132,17,,,0,,,,,0,,,,,,,,,,,,,,,,0,149,5,154,268,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0933B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,934,B,96,23,,,1,,,,,0,,,,,,,,,,,,,,,,0,120,6,126,251,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0934B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,935,B,76,29,,,1,,,,,0,,,,,,,,,,,,,,,,0,106,5,111,237,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,936,B,19,23,,,1,,,,,0,,,,,,,,,,,,,,,,0,43,2,45,105,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0936B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,936,E01,49,11,,,1,,,,,0,,,,,,,,,,,,,,,,0,61,2,63,108,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,937,B,199,66,,,4,,,,,1,,,,,,,,,,,,,,,,0,270,12,282,612,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,938,B,38,16,,,0,,,,,0,,,,,,,,,,,,,,,,0,54,0,54,101,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,939,B,70,46,,,2,,,,,1,,,,,,,,,,,,,,,,0,119,10,129,246,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/El ORO_AEC_AYU_0939B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,940,B,78,20,,,0,,,,,0,,,,,,,,,,,,,,,,0,98,1,99,203,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,941,B,30,15,,,0,,,,,0,,,,,,,,,,,,,,,,0,45,2,47,110,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0941B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,942,B,81,22,,,3,,,,,3,,,,,,,,,,,,,,,,0,109,7,116,354,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0942B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,943,B,185,16,,,4,,,,,0,,,,,,,,,,,,,,,,0,205,9,214,352,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/EL ORO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/El ORO_AEC_AYU_0943B.pdf
1,10,DURANGO,8,EL ORO,19,EL ORO,945,B,12,22,,,0,,,,,1,,,,,,,,,,,,,,,,0,35,0,35,147,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,19,EL ORO,946,B,142,214,,,8,,,,,2,,,,,,,,,,,,,,,,0,366,8,374,608,Grupo de Recuento,,,
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,947,B,8,,,153,1,2,145,,,1,,,,,,,,,,,,,,,,0,310,10,320,414,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0947B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,947,C01,4,,,147,0,3,156,,,1,,,,,,,,,,,,,,,,0,311,7,318,414,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0947C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,947,SMR01,0,,,14,0,0,12,,,0,,,,,,,,,,,,,,,,0,26,0,26,0,Acta casilla,,,
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,948,B,10,,,176,0,1,87,,,3,,,,,,,,,,,,,,,,0,277,2,279,354,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0948B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,949,B,4,,,86,0,0,57,,,1,,,,,,,,,,,,,,,,0,148,1,149,182,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0949B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,949,E01,0,,,4,0,0,83,,,0,,,,,,,,,,,,,,,,0,87,3,90,126,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0949E1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,950,B,4,,,58,1,1,91,,,1,,,,,,,,,,,,,,,,0,156,5,161,230,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0950B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,951,B,0,,,71,3,3,74,,,0,,,,,,,,,,,,,,,,0,151,3,154,194,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0951B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,952,B,2,,,57,0,4,71,,,2,,,,,,,,,,,,,,,,0,136,1,137,179,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0952B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,953,B,0,,,41,0,2,79,,,6,,,,,,,,,,,,,,,,0,128,3,131,177,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0953B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,954,B,6,,,71,1,0,122,,,8,,,,,,,,,,,,,,,,0,208,14,222,292,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0954B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,955,B,7,,,111,1,6,83,,,0,,,,,,,,,,,,,,,,0,208,5,213,286,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0955B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,956,B,8,,,33,2,1,52,,,0,,,,,,,,,,,,,,,,0,96,5,101,189,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0956B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,957,B,0,,,42,0,3,52,,,1,,,,,,,,,,,,,,,,2,98,4,104,126,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0957B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,958,B,6,,,36,3,0,54,,,4,,,,,,,,,,,,,,,,0,103,4,107,142,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0958B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,959,B,11,,,77,2,3,98,,,3,,,,,,,,,,,,,,,,0,194,9,203,315,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0959B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,960,B,8,,,14,0,0,72,,,0,,,,,,,,,,,,,,,,0,94,5,99,133,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/OTÁEZ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/OTÁEZ_AEC_AYU_0960B.pdf
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,961,B,126,,,124,9,22,,,2,8,4,,,,,,,,,,,,,,,0,295,6,301,460,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,961,C01,117,,,128,8,35,,,3,1,4,,,,,,,,,,,,,,,1,296,10,307,460,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,962,B,113,,,74,11,17,,,1,3,8,,,,,,,,,,,,,,,0,227,5,232,380,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,962,C01,109,,,104,2,13,,,0,3,8,,,,,,,,,,,,,,,0,239,4,243,379,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,963,B,149,,,155,14,22,,,3,3,11,,,,,,,,,,,,,,,0,357,8,365,568,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,963,C01,182,,,149,8,18,,,1,1,27,,,,,,,,,,,,,,,0,386,8,394,567,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,964,B,184,,,186,23,40,,,5,10,6,,,,,,,,,,,,,,,0,454,5,459,709,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,964,E01,35,,,42,1,37,,,2,0,3,,,,,,,,,,,,,,,0,120,3,123,209,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,965,B,131,,,143,10,20,,,2,4,7,,,,,,,,,,,,,,,1,317,6,324,470,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,965,C01,109,,,127,24,21,,,0,2,6,,,,,,,,,,,,,,,0,289,3,292,469,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,965,E01,30,,,33,12,7,,,0,3,9,,,,,,,,,,,,,,,0,94,0,94,147,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,966,B,57,,,66,0,22,,,1,0,0,,,,,,,,,,,,,,,0,146,1,147,204,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,967,B,135,,,124,32,42,,,2,0,4,,,,,,,,,,,,,,,0,339,13,352,579,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,967,C01,174,,,123,20,22,,,0,1,3,,,,,,,,,,,,,,,0,343,9,352,579,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,968,B,134,,,174,6,18,,,0,0,0,,,,,,,,,,,,,,,0,332,5,337,560,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,968,E01,48,,,47,0,1,,,0,0,0,,,,,,,,,,,,,,,0,96,3,99,133,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,969,B,71,,,152,84,38,,,1,3,4,,,,,,,,,,,,,,,0,353,11,364,612,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,970,B,62,,,65,25,12,,,0,0,2,,,,,,,,,,,,,,,0,166,4,170,224,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,971,B,120,,,172,58,73,,,1,0,3,,,,,,,,,,,,,,,0,427,10,437,660,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,972,B,158,,,86,7,22,,,1,0,0,,,,,,,,,,,,,,,0,274,11,285,432,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,972,C01,113,,,123,3,20,,,1,3,1,,,,,,,,,,,,,,,0,264,7,271,432,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,973,B,106,,,94,13,94,,,2,1,1,,,,,,,,,,,,,,,0,311,8,319,500,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,974,B,84,,,62,25,37,,,1,1,0,,,,,,,,,,,,,,,0,210,5,215,337,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,975,B,178,,,55,13,13,,,0,4,4,,,,,,,,,,,,,,,0,267,1,268,403,Grupo de Recuento,,,
1,10,DURANGO,8,EL ORO,21,PANUCO DE CORONADO,976,B,60,,,52,16,8,,,0,0,0,,,,,,,,,,,,,,,0,136,3,139,229,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,977,B,143,,138,,15,,,,,12,2,,,,,,,,,,,,,,,0,310,12,322,464,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,977,C01,159,,119,,14,,,,,24,3,,,,,,,,,,,,,,,0,319,5,324,464,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,978,B,212,,116,,4,,,,,10,4,,,,,,,,,,,,,,,0,346,7,353,548,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,978,C01,223,,116,,8,,,,,19,0,,,,,,,,,,,,,,,3,366,6,375,548,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,979,B,121,,146,,16,,,,,11,6,,,,,,,,,,,,,,,0,300,11,311,479,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,979,C01,147,,145,,7,,,,,11,2,,,,,,,,,,,,,,,0,312,8,320,478,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,980,B,146,,239,,26,,,,,16,9,,,,,,,,,,,,,,,1,436,14,451,665,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,980,C01,146,,234,,12,,,,,16,4,,,,,,,,,,,,,,,2,412,17,431,664,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,981,B,60,,40,,2,,,,,0,1,,,,,,,,,,,,,,,0,103,1,104,163,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,982,B,74,,67,,2,,,,,4,0,,,,,,,,,,,,,,,0,147,9,156,214,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,983,B,52,,132,,9,,,,,0,20,,,,,,,,,,,,,,,3,213,20,236,378,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,985,B,145,,134,,11,,,,,9,4,,,,,,,,,,,,,,,0,303,8,311,423,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,986,B,133,,123,,5,,,,,7,1,,,,,,,,,,,,,,,0,269,8,277,393,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,987,B,52,,20,,4,,,,,0,1,,,,,,,,,,,,,,,0,77,0,77,117,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,988,B,52,,28,,3,,,,,1,5,,,,,,,,,,,,,,,0,89,1,90,115,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,989,B,81,,108,,13,,,,,6,1,,,,,,,,,,,,,,,0,209,5,214,389,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,989,C01,69,,124,,7,,,,,6,1,,,,,,,,,,,,,,,0,207,1,208,388,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,990,B,108,,106,,6,,,,,3,2,,,,,,,,,,,,,,,0,225,8,233,381,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,990,C01,112,,98,,2,,,,,10,0,,,,,,,,,,,,,,,0,222,6,228,380,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,22,PEÑON BLANCO,991,B,108,,234,,11,,,,,28,4,,,,,,,,,,,,,,,0,385,11,396,713,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,992,B,168,,148,,19,,61,,,10,18,,,,,,,,,,,,,,,0,424,10,434,682,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,992,C01,196,,96,,41,,68,,,7,17,,,,,,,,,,,,,,,0,425,9,434,681,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,992,SMR01,7,,5,,1,,2,,,1,0,,,,,,,,,,,,,,,0,16,0,16,0,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,993,B,136,,122,,9,,55,,,21,7,,,,,,,,,,,,,,,0,350,11,361,540,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,993,C01,140,,114,,16,,58,,,13,6,,,,,,,,,,,,,,,1,347,13,361,539,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,993,C02,173,,100,,9,,53,,,16,4,,,,,,,,,,,,,,,0,355,10,365,539,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,994,B,208,,153,,21,,53,,,25,21,,,,,,,,,,,,,,,0,481,6,487,741,Grupo de Recuento,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,994,C01,206,,141,,30,,66,,,26,26,,,,,,,,,,,,,,,0,495,13,508,741,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,995,B,163,,105,,11,,31,,,11,18,,,,,,,,,,,,,,,0,339,10,349,525,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,995,C01,191,,84,,15,,31,,,9,8,,,,,,,,,,,,,,,0,338,5,343,525,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,995,C02,147,,105,,16,,46,,,12,20,,,,,,,,,,,,,,,0,346,2,348,525,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,996,B,139,,133,,40,,29,,,12,17,,,,,,,,,,,,,,,0,370,13,383,602,Grupo de Recuento,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,996,C01,152,,117,,52,,33,,,12,30,,,,,,,,,,,,,,,0,396,7,403,602,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,997,B,201,,143,,21,,45,,,19,9,,,,,,,,,,,,,,,0,438,11,449,706,Acta casilla,,,
1,10,DURANGO,15,NOMBRE DE DIOS,23,POANAS,998,B,79,,89,,10,,47,,,2,1,,,,,,,,,,,,,,,0,228,12,240,383,Grupo de Recuento,,,
