CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,523,B,1,0,B,20,98,47,2,29,4,4,195,30,7,7,1,0,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,,,,,,,,,,534,0,4,538,749,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,524,B,1,0,B,14,52,20,1,22,5,0,112,28,2,8,0,2,5,1,2,4,,,,,,,,,,,,,,,,,,,,,,,34,4,,,,,,,,,,,,,,316,0,3,319,441,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,524,C,1,0,C01,6,52,22,2,19,4,3,116,20,2,5,2,2,11,1,1,0,,,,,,,,,,,,,,,,,,,,,,,28,7,,,,,,,,,,,,,,303,0,6,309,440,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,525,B,1,0,B,8,69,21,2,29,10,1,166,30,6,5,1,2,4,2,1,4,,,,,,,,,,,,,,,,,,,,,,,35,7,,,,,,,,,,,,,,403,0,10,413,746,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,525,C,2,0,C02,11,52,32,1,39,6,3,169,37,4,5,1,2,9,0,2,7,,,,,,,,,,,,,,,,,,,,,,,35,2,,,,,,,,,,,,,,417,0,13,430,746,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,525,C,1,0,C01,14,65,25,3,37,8,3,155,42,5,5,0,1,10,2,0,2,,,,,,,,,,,,,,,,,,,,,,,26,2,,,,,,,,,,,,,,405,0,16,421,746,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,525,C,4,0,C04,14,64,24,2,37,11,7,151,48,7,4,2,0,7,0,1,4,,,,,,,,,,,,,,,,,,,,,,,46,9,,,,,,,,,,,,,,438,0,5,443,746,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,525,C,3,0,C03,8,53,24,2,31,9,4,177,59,5,4,0,0,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,38,5,,,,,,,,,,,,,,428,0,9,437,746,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,526,B,1,0,B,6,71,19,0,51,7,1,142,30,9,4,1,4,10,1,0,3,,,,,,,,,,,,,,,,,,,,,,,25,4,,,,,,,,,,,,,,388,0,10,398,568,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,526,C,1,0,C01,10,62,23,3,55,9,2,121,39,6,1,0,3,9,0,0,1,,,,,,,,,,,,,,,,,,,,,,,17,0,,,,,,,,,,,,,,361,0,13,374,568,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,526,C,2,0,C02,7,64,31,1,47,15,0,126,31,5,5,0,1,8,4,1,2,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,375,0,8,383,568,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,527,B,1,0,B,3,23,23,2,36,0,2,156,28,3,1,0,0,8,2,0,3,,,,,,,,,,,,,,,,,,,,,,,11,8,,,,,,,,,,,,,,309,0,13,322,505,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,527,C,1,0,C01,7,35,18,2,38,0,2,121,24,4,1,0,0,9,4,1,1,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,,,,282,0,14,296,504,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,528,B,1,0,B,9,67,10,0,37,5,3,122,55,4,2,0,1,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,13,7,,,,,,,,,,,,,,343,0,6,349,597,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,528,C,1,0,C01,4,74,9,2,41,5,3,105,55,3,1,0,0,9,0,1,5,,,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,333,0,10,343,597,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,529,B,1,0,B,5,41,12,4,51,6,2,181,69,6,3,1,1,13,0,1,2,,,,,,,,,,,,,,,,,,,,,,,17,4,,,,,,,,,,,,,,419,0,10,429,716,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,529,C,1,0,C01,7,47,17,3,39,4,4,163,45,6,4,0,1,14,3,1,5,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,382,0,7,389,716,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,529,C,2,0,C02,6,56,9,2,47,4,2,165,62,7,2,0,1,10,2,2,6,,,,,,,,,,,,,,,,,,,,,,,22,7,,,,,,,,,,,,,,412,0,8,420,716,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,530,B,1,0,B,8,79,16,1,29,1,1,109,53,5,4,0,3,9,0,1,5,,,,,,,,,,,,,,,,,,,,,,,18,0,,,,,,,,,,,,,,342,0,6,348,570,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,530,C,2,0,C02,5,85,22,2,28,6,3,114,42,8,1,0,0,10,2,1,2,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,347,0,9,356,570,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,530,C,1,0,C01,4,74,22,5,47,3,1,113,57,6,2,0,0,6,1,1,9,,,,,,,,,,,,,,,,,,,,,,,13,0,,,,,,,,,,,,,,364,0,8,372,570,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,530,C,3,0,C03,14,68,21,4,36,5,0,132,45,9,4,0,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,16,4,,,,,,,,,,,,,,367,0,7,374,570,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,531,B,1,0,B,3,79,21,2,31,2,4,93,61,4,4,1,1,7,5,1,0,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,,348,0,3,351,592,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,531,C,2,0,C02,7,85,15,2,40,6,0,132,66,4,3,0,2,12,0,1,3,,,,,,,,,,,,,,,,,,,,,,,18,1,,,,,,,,,,,,,,397,0,5,402,592,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,531,C,1,0,C01,2,91,26,1,30,7,1,128,37,5,3,0,2,6,1,2,8,,,,,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,,,,,,,365,0,9,374,592,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,532,B,1,0,B,16,32,15,4,20,38,2,96,10,2,5,4,2,10,2,0,2,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,274,0,13,287,501,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,532,E,1,0,E01,10,79,27,3,27,13,1,51,54,8,1,2,7,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,,314,0,15,329,556,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,533,B,1,0,B,40,19,24,5,16,41,1,128,10,6,5,5,7,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,326,0,7,333,559,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,533,C,1,0,C01,40,22,35,7,17,35,1,97,20,2,7,4,5,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,318,0,7,325,559,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,533,C,2,0,C02,30,25,34,4,20,25,0,94,12,6,1,7,7,8,2,1,3,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,288,0,10,298,559,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,534,B,1,0,B,62,20,67,7,20,77,1,130,24,6,10,4,2,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,459,0,13,472,740,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,534,C,1,0,C01,67,33,49,10,23,76,2,125,36,4,7,11,7,7,2,2,5,,,,,,,,,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,482,0,8,490,739,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,535,B,1,0,B,51,20,18,5,20,53,0,114,31,8,2,15,1,6,0,1,2,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,,,,,,369,0,10,379,597,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,535,C,1,0,C01,41,17,29,3,17,54,1,114,13,3,5,5,3,6,2,0,5,,,,,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,339,0,7,346,597,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,535,C,2,0,C02,44,16,25,5,19,57,1,103,18,3,4,6,5,11,1,1,6,,,,,,,,,,,,,,,,,,,,,,,17,7,,,,,,,,,,,,,,349,0,11,360,596,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,536,B,1,0,B,27,31,11,5,21,17,2,86,13,2,10,4,4,4,2,0,4,,,,,,,,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,,,,261,0,9,270,500,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,12,JOJUTLA,536,C,1,0,C01,21,26,15,1,26,14,1,100,14,4,3,1,0,9,2,0,2,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,255,0,14,269,499,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,654,B,1,0,B,15,73,57,127,5,29,11,44,4,12,119,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,0,23,522,713,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,654,C,2,0,C02,20,68,82,77,5,14,11,45,4,13,148,2,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,0,14,509,713,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,654,C,1,0,C01,16,83,71,84,5,16,15,26,2,18,132,1,3,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,1,17,495,713,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,655,B,1,0,B,6,90,74,113,1,16,30,32,1,10,83,0,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,0,19,479,709,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,655,C,1,0,C01,13,80,75,112,2,31,28,36,4,14,102,1,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,16,522,708,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,656,B,1,0,B,12,54,95,126,2,28,13,10,1,17,94,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,2,8,464,685,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,656,C,1,0,C01,21,50,112,115,0,26,15,19,0,17,80,2,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,2,21,483,684,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,657,B,1,0,B,7,50,102,98,3,18,28,20,0,15,101,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,0,14,459,664,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,657,C,2,0,C02,8,59,93,85,3,11,18,27,4,15,102,2,3,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,0,16,449,663,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,657,C,1,0,C01,13,46,101,89,3,14,27,12,4,17,97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0,0,423,663,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,658,B,1,0,B,6,63,55,143,3,18,39,29,1,8,83,0,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,12,464,634,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,658,C,1,0,C01,3,56,51,123,3,16,34,40,6,6,98,2,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,0,11,455,634,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,659,B,1,0,B,4,14,38,127,7,5,16,18,3,10,50,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,3,299,411,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,660,B,1,0,B,13,34,38,201,8,14,31,34,2,10,117,4,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,1,1,513,704,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,660,C,1,0,C01,5,45,48,216,4,14,22,35,5,8,99,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,0,10,513,704,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,661,B,1,0,B,7,46,34,190,4,11,14,22,2,2,73,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,1,10,418,603,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,661,C,1,0,C01,9,39,33,166,13,8,15,24,3,3,90,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,0,5,410,603,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,661,S,1,0,S01,0,1,1,6,0,0,2,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,13,0,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,662,B,1,0,B,43,47,14,164,4,52,11,8,3,6,57,17,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,0,15,444,693,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,662,C,1,0,C01,38,35,6,162,2,70,6,7,5,2,75,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,0,20,434,692,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,663,B,1,0,B,1,20,26,169,3,8,17,8,3,16,82,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,11,365,524,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,663,C,2,0,C02,2,10,26,202,2,11,27,9,1,9,73,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,6,380,523,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,663,C,1,0,C01,3,19,31,198,6,9,11,17,3,6,53,2,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0,18,381,523,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,663,E,1,0,E01,1,12,39,90,1,4,8,10,0,1,15,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,10,193,258,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,664,B,1,0,B,6,12,30,75,6,7,1,17,3,6,9,2,7,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0,14,198,247,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,664,E,1,0,E01,1,3,5,24,1,1,8,4,1,3,13,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,3,68,114,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,665,B,1,0,B,11,22,18,176,3,34,8,16,4,3,69,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,10,378,561,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,665,C,1,0,C01,8,31,23,173,23,38,14,16,6,7,49,4,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,0,15,410,560,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,666,B,1,0,B,3,4,9,43,2,7,2,1,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,3,82,96,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,667,B,1,0,B,1,10,11,245,0,10,4,3,0,0,32,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,4,321,518,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,667,C,1,0,C01,2,6,8,278,2,7,8,6,1,2,26,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,0,12,359,518,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,667,C,2,0,C02,3,1,6,252,1,13,2,2,0,1,49,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0,11,343,518,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,668,B,1,0,B,4,4,3,247,3,6,6,6,1,0,56,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0,22,358,604,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,668,C,1,0,C01,1,9,7,278,0,6,6,7,0,1,54,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,23,395,604,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,669,B,1,0,B,12,66,75,109,2,13,25,30,0,46,116,1,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,0,14,513,725,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,19,TEPALCINGO,669,C,1,0,C01,24,62,54,134,1,8,28,22,5,29,138,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,0,15,525,724,Grupo de recuento,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,734,B,1,0,B,4,65,22,38,42,32,76,49,11,6,41,1,2,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,410,0,6,416,647,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,734,C,2,0,C02,5,50,17,28,40,40,77,48,17,4,34,1,2,10,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,398,0,6,404,646,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,734,C,1,0,C01,2,56,25,42,36,23,72,59,20,9,30,1,0,7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,398,0,16,414,646,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,735,B,1,0,B,2,42,13,50,33,17,58,43,8,5,25,0,1,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,311,0,6,317,511,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,735,C,1,0,C01,3,42,18,62,22,12,35,37,11,9,11,1,1,5,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,287,0,8,295,510,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,735,C,2,0,C02,4,32,8,41,36,13,72,59,11,9,17,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,313,0,0,313,510,Acta levantada en consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,736,B,1,0,B,2,48,19,31,17,23,58,71,9,5,23,0,2,8,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,326,0,9,335,521,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,736,C,1,0,C01,4,50,9,29,29,21,45,67,17,2,23,0,0,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,318,0,12,330,521,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,737,B,1,0,B,7,71,36,20,50,42,54,80,12,7,9,4,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,403,0,3,406,610,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,737,C,2,0,C02,6,73,27,18,49,29,64,65,18,4,18,0,4,6,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,390,0,10,400,609,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,737,C,1,0,C01,7,60,22,26,57,25,64,71,17,10,17,0,2,13,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,404,0,7,411,609,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,737,E,2,0,E02,7,38,26,23,17,29,72,46,7,18,9,2,4,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,311,0,28,339,541,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,737,E,1,0,E01,3,17,5,24,4,35,31,9,2,2,7,5,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,151,0,11,162,258,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,738,B,1,0,B,6,41,23,29,41,23,58,88,11,0,32,2,1,15,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,387,0,9,396,548,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,738,C,1,0,C01,3,44,21,15,35,35,73,93,9,3,27,4,3,4,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,383,0,8,391,548,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,738,C,2,0,C02,2,51,25,26,46,21,82,70,7,5,23,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,374,0,7,381,547,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,738,S,1,0,S01,0,0,1,11,2,3,7,7,0,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,37,0,1,38,0,Acta casilla,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,739,B,1,0,B,3,77,12,37,33,16,55,51,7,4,41,0,0,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,353,0,9,362,537,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,739,C,2,0,C02,3,54,12,18,34,17,74,64,13,4,47,0,0,5,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,351,0,4,355,537,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,739,C,1,0,C01,6,44,17,24,42,18,58,48,13,5,53,1,1,5,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,347,0,6,353,537,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,740,B,1,0,B,4,78,13,24,38,13,96,42,8,7,31,0,2,6,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,372,0,7,379,569,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,740,C,2,0,C02,2,64,23,28,21,12,81,79,9,8,33,0,0,5,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,375,0,4,379,568,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,740,C,3,0,C03,3,52,29,25,47,9,89,59,12,10,36,0,1,7,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,389,0,9,398,568,Acta del consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,740,C,1,0,C01,3,56,24,31,46,10,96,65,14,5,31,0,3,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,397,0,4,401,569,Acta levantada en consejo,,,
4,17,MORELOS,11,JOJUTLA,25,TLAQUILTENANGO,741,B,1,0,B,6,50,26,15,41,20,48,89,20,7,30,0,2,4,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,376,0,9,385,540,Acta levantada en consejo,,,
