Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 54 - MORELIA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,167,118,67,5,3,8,6,,,,,3,,10,2,,,,2,12,403,612
Total,,,323,260,122,11,8,12,10,0,0,0,0,9,0,13,4,0,0,0,2,29,803,1223
Sección 1156 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,120,61,0,1,8,2,,,,,4,,6,2,,,,0,10,318,508
Total,,,104,120,61,0,1,8,2,0,0,0,0,4,0,6,2,0,0,0,0,10,318,508
Sección 1157 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,142,124,74,8,2,2,3,,,,,6,,7,2,,,,0,15,385,622
Total,,,142,124,74,8,2,2,3,0,0,0,0,6,0,7,2,0,0,0,0,15,385,622
Sección 1158 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,155,109,55,8,8,9,4,,,,,5,,8,2,,,,0,13,376,575
C1,AC,Urna tradicional,166,107,36,4,5,8,2,,,,,4,,4,4,,,,1,17,358,575
C2,AC,Urna tradicional,151,104,44,10,3,4,2,,,,,9,,7,1,,,,0,15,350,576
C3,AC,Urna tradicional,158,114,48,5,5,3,2,,,,,4,,7,3,,,,0,11,360,576
Total,,,630,434,183,27,21,24,10,0,0,0,0,22,0,26,10,0,0,0,1,56,1444,2302
Sección 1159 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,196,123,43,6,1,6,6,,,,,6,,9,6,,,,0,14,416,682
C1,AC,Urna tradicional,183,148,47,4,7,8,6,,,,,11,,5,2,,,,0,20,441,682
C2,AC,Urna tradicional,206,122,56,2,5,17,7,,,,,8,,2,4,,,,1,11,441,682
C3,AC,Urna tradicional,160,135,47,4,5,6,5,,,,,5,,7,6,,,,1,18,399,682
C4,AC,Urna tradicional,174,150,54,6,3,5,7,,,,,7,,5,5,,,,0,11,427,682
Total,,,919,678,247,22,21,42,31,0,0,0,0,37,0,28,23,0,0,0,2,74,2124,3410
Sección 1160 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,173,148,78,6,6,7,2,,,,,3,,8,1,,,,0,26,458,689
C1,AC,Urna tradicional,185,126,55,4,4,7,2,,,,,13,,8,3,,,,0,20,427,689
E1,AC,Urna tradicional,190,173,29,8,7,8,2,,,,,7,,9,2,,,,0,8,443,697
E1C1,AC,Urna tradicional,190,164,57,6,4,5,5,,,,,8,,9,1,,,,0,14,463,697
E1C2,AC,Urna tradicional,189,160,44,5,4,5,5,,,,,4,,10,1,,,,1,23,451,698
Total,,,927,771,263,29,25,32,16,0,0,0,0,35,0,44,8,0,0,0,1,91,2242,3470
Sección 1161 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,153,100,51,3,6,9,1,,,,,7,,4,2,,,,0,14,350,558
C1,AC,Urna tradicional,150,91,52,7,3,5,3,,,,,7,,5,3,,,,2,12,340,558
Total,,,303,191,103,10,9,14,4,0,0,0,0,14,0,9,5,0,0,0,2,26,690,1116
Sección 1162 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,98,51,1,1,5,5,,,,,7,,6,0,,,,1,8,318,488
C1,AC,Urna tradicional,148,94,41,1,5,4,1,,,,,5,,5,8,,,,1,17,330,489
Total,,,283,192,92,2,6,9,6,0,0,0,0,12,0,11,8,0,0,0,2,25,648,977
Sección 1163 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,147,99,40,4,3,6,5,,,,,5,,4,5,,,,2,12,332,467
C1,AC,Urna tradicional,140,99,45,3,3,2,2,,,,,2,,7,1,,,,3,13,320,468
Total,,,287,198,85,7,6,8,7,0,0,0,0,7,0,11,6,0,0,0,5,25,652,935
Sección 1164 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,206,134,46,3,1,8,4,,,,,6,,3,0,,,,0,11,422,647
C1,AC,Urna tradicional,197,126,59,2,5,8,6,,,,,13,,9,2,,,,3,21,451,648
Total,,,403,260,105,5,6,16,10,0,0,0,0,19,0,12,2,0,0,0,3,32,873,1295
Sección 1165 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,90,47,4,3,7,6,,,,,1,,2,1,,,,4,8,295,516
C1,AC,Urna tradicional,133,92,46,1,4,4,11,,,,,5,,2,4,,,,1,17,320,516
C2,AC,Urna tradicional,120,97,42,2,2,6,5,,,,,1,,4,3,,,,2,14,298,516
Total,,,375,279,135,7,9,17,22,0,0,0,0,7,0,8,8,0,0,0,7,39,913,1548
Sección 1166 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,165,107,53,2,6,8,4,,,,,6,,1,2,,,,0,14,368,585
C1,AC,Urna tradicional,183,110,61,2,4,3,3,,,,,10,,5,3,,,,0,10,394,585
C2,AC,Urna tradicional,143,106,61,6,7,7,2,,,,,7,,5,2,,,,1,19,366,585
Total,,,491,323,175,10,17,18,9,0,0,0,0,23,0,11,7,0,0,0,1,43,1128,1755
Sección 1167 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,90,47,5,6,7,3,,,,,1,,3,4,,,,0,14,295,518
C1,AC,Urna tradicional,107,122,43,5,3,7,4,,,,,4,,5,2,,,,0,5,307,518
Total,,,222,212,90,10,9,14,7,0,0,0,0,5,0,8,6,0,0,0,0,19,602,1036
Sección 1168 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,130,108,44,5,1,4,6,,,,,3,,5,6,,,,3,19,334,577
C1,AC,Urna tradicional,142,100,37,4,5,8,1,,,,,1,,1,4,,,,1,16,320,577
Total,,,272,208,81,9,6,12,7,0,0,0,0,4,0,6,10,0,0,0,4,35,654,1154
Sección 1169 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,191,133,65,11,5,8,2,,,,,7,,6,4,,,,1,20,453,679
C1,AC,Urna tradicional,185,121,63,6,6,13,6,,,,,3,,7,3,,,,0,25,438,680
Total,,,376,254,128,17,11,21,8,0,0,0,0,10,0,13,7,0,0,0,1,45,891,1359
Sección 1170 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,130,160,57,24,3,6,1,,,,,3,,6,0,,,,0,11,401,636
C1,AC,Urna tradicional,139,119,44,3,5,8,3,,,,,8,,7,1,,,,0,9,346,637
Total,,,269,279,101,27,8,14,4,0,0,0,0,11,0,13,1,0,0,0,0,20,747,1273
Sección 1171 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,73,32,2,3,3,1,,,,,2,,3,3,,,,1,13,271,491
C1,AC,Urna tradicional,136,85,19,2,2,3,3,,,,,8,,9,1,,,,0,5,273,492
Total,,,271,158,51,4,5,6,4,0,0,0,0,10,0,12,4,0,0,0,1,18,544,983
Sección 1172 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,139,109,41,7,2,0,3,,,,,5,,3,1,,,,0,15,325,608
C1,AC,Urna tradicional,172,111,36,2,8,9,5,,,,,1,,7,1,,,,0,12,364,609
Total,,,311,220,77,9,10,9,8,0,0,0,0,6,0,10,2,0,0,0,0,27,689,1217
Sección 1173 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,241,122,48,5,0,5,1,,,,,5,,2,3,,,,1,15,448,684
Total,,,241,122,48,5,0,5,1,0,0,0,0,5,0,2,3,0,0,0,1,15,448,684
Sección 1174 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,158,69,29,9,0,2,6,,,,,13,,5,2,,,,1,15,309,469
C1,AC,Urna tradicional,151,78,50,3,1,4,3,,,,,9,,4,0,,,,0,11,314,470
Total,,,309,147,79,12,1,6,9,0,0,0,0,22,0,9,2,0,0,0,1,26,623,939
Sección 1175 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,174,124,49,8,3,5,7,,,,,4,,4,3,,,,3,8,392,589
C1,AC,Urna tradicional,183,102,46,4,2,7,8,,,,,1,,3,2,,,,0,22,380,590
Total,,,357,226,95,12,5,12,15,0,0,0,0,5,0,7,5,0,0,0,3,30,772,1179
Sección 1176 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,203,151,56,4,5,8,1,,,,,4,,5,2,,,,3,12,454,695
Total,,,203,151,56,4,5,8,1,0,0,0,0,4,0,5,2,0,0,0,3,12,454,695
Sección 1177 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,129,29,2,3,4,4,,,,,3,,2,2,,,,0,11,337,551
C1,AC,Urna tradicional,150,107,41,3,3,5,2,,,,,5,,3,1,,,,0,10,330,551
Total,,,298,236,70,5,6,9,6,0,0,0,0,8,0,5,3,0,0,0,0,21,667,1102
Sección 1178 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,165,99,36,3,3,5,2,,,,,3,,3,3,,,,0,14,336,554
C1,AC,Urna tradicional,146,105,37,5,3,6,2,,,,,4,,1,2,,,,0,18,329,555
Total,,,311,204,73,8,6,11,4,0,0,0,0,7,0,4,5,0,0,0,0,32,665,1109
Sección 1179 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,271,135,64,8,2,9,5,,,,,8,,2,5,,,,6,14,529,749
C1,AC,Urna tradicional,291,133,46,3,0,9,2,,,,,11,,2,4,,,,0,16,517,749
C2,AC,Urna tradicional,256,124,64,3,1,2,2,,,,,8,,12,4,,,,0,15,491,749
Total,,,818,392,174,14,3,20,9,0,0,0,0,27,0,16,13,0,0,0,6,45,1537,2247
Sección 1180 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,79,26,2,3,3,1,,,,,10,,2,0,,,,0,12,266,422
Total,,,128,79,26,2,3,3,1,0,0,0,0,10,0,2,0,0,0,0,0,12,266,422
Sección 1181 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,160,98,21,3,1,5,5,,,,,14,,8,2,,,,1,13,331,496
C1,AC,Urna tradicional,172,118,29,3,4,3,3,,,,,16,,11,3,,,,1,11,374,496
Total,,,332,216,50,6,5,8,8,0,0,0,0,30,0,19,5,0,0,0,2,24,705,992
Sección 1182 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,185,131,35,2,4,3,3,,,,,7,,3,4,,,,0,15,392,582
C1,AC,Urna tradicional,195,120,37,3,5,4,1,,,,,6,,4,7,,,,0,12,394,582
Total,,,380,251,72,5,9,7,4,0,0,0,0,13,0,7,11,0,0,0,0,27,786,1164
Sección 1183 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,153,74,18,2,1,5,0,,,,,3,,3,0,,,,1,14,274,413
C1,AC,Urna tradicional,145,79,28,2,1,4,3,,,,,4,,6,0,,,,0,8,280,413
Total,,,298,153,46,4,2,9,3,0,0,0,0,7,0,9,0,0,0,0,1,22,554,826
Sección 1184 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,173,91,36,6,5,6,3,,,,,6,,4,2,,,,0,10,342,512
C1,AC,Urna tradicional,144,108,33,6,5,8,0,,,,,5,,4,4,,,,0,14,331,512
C2,AC,Urna tradicional,149,112,33,3,1,4,6,,,,,1,,8,3,,,,0,12,332,513
Total,,,466,311,102,15,11,18,9,0,0,0,0,12,0,16,9,0,0,0,0,36,1005,1537
Sección 1185 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,208,116,43,3,0,6,9,,,,,5,,7,4,,,,1,13,415,615
C1,AC,Urna tradicional,197,126,49,3,4,4,4,,,,,10,,11,4,,,,1,16,429,615
Total,,,405,242,92,6,4,10,13,0,0,0,0,15,0,18,8,0,0,0,2,29,844,1230
Sección 1186 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,222,125,34,1,3,9,2,,,,,9,,3,1,,,,1,15,425,615
C1,AC,Urna tradicional,228,114,41,10,2,3,1,,,,,11,,10,3,,,,0,21,444,616
Total,,,450,239,75,11,5,12,3,0,0,0,0,20,0,13,4,0,0,0,1,36,869,1231
Sección 1187 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,206,89,40,1,0,4,5,,,,,4,,4,1,,,,0,22,376,561
C1,AC,Urna tradicional,207,95,37,4,2,4,5,,,,,10,,9,4,,,,0,17,394,561
Total,,,413,184,77,5,2,8,10,0,0,0,0,14,0,13,5,0,0,0,0,39,770,1122
Sección 1188 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,263,113,31,1,4,6,1,,,,,6,,6,5,,,,0,25,461,689
C1,AC,Urna tradicional,251,144,34,4,3,12,3,,,,,4,,6,4,,,,1,11,477,690
Total,,,514,257,65,5,7,18,4,0,0,0,0,10,0,12,9,0,0,0,1,36,938,1379
Sección 1189 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,172,120,49,4,2,5,2,,,,,4,,9,5,,,,1,28,401,675
C1,AC,Urna tradicional,166,121,44,3,5,6,1,,,,,11,,5,4,,,,1,13,380,676
Total,,,338,241,93,7,7,11,3,0,0,0,0,15,0,14,9,0,0,0,2,41,781,1351
Sección 1190 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,157,132,50,7,2,7,6,,,,,6,,7,2,,,,0,13,389,688
C1,AC,Urna tradicional,168,135,46,5,3,5,3,,,,,5,,2,1,,,,0,17,390,688
Total,,,325,267,96,12,5,12,9,0,0,0,0,11,0,9,3,0,0,0,0,30,779,1376
Sección 1191 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,141,46,5,4,8,4,,,,,1,,4,5,,,,0,12,313,658
C1,AC,Urna tradicional,86,146,51,3,3,7,4,,,,,1,,4,3,,,,0,10,318,659
C2,AC,Urna tradicional,79,150,47,3,5,7,4,,,,,2,,6,3,,,,0,8,314,659
C3,AC,Urna tradicional,52,188,61,6,9,8,3,,,,,4,,6,4,,,,0,8,349,659
C4,AC,Urna tradicional,96,173,56,5,1,0,2,,,,,1,,4,2,,,,0,10,350,659
C5,AC,Urna tradicional,90,158,53,8,1,4,3,,,,,3,,5,1,,,,2,9,337,659
E1,AC,Urna tradicional,129,132,41,4,2,2,4,,,,,2,,7,2,,,,0,8,333,678
E1C1,AC,Urna tradicional,115,123,48,11,5,7,3,,,,,8,,8,5,,,,0,11,344,678
E1C2,AC,Urna tradicional,139,125,34,11,9,8,1,,,,,3,,4,0,,,,0,8,342,678
E1C3,AC,Urna tradicional,120,146,53,4,9,5,2,,,,,3,,5,0,,,,1,15,363,679
E1C4,AC,Urna tradicional,145,122,42,7,6,7,4,,,,,4,,5,2,,,,0,10,354,679
E1C5,AC,Urna tradicional,128,146,41,3,7,6,3,,,,,0,,5,4,,,,0,11,354,679
Total,,,1262,1750,573,70,61,69,37,0,0,0,0,32,0,63,31,0,0,0,3,120,4071,8024
Sección 1192 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,136,47,4,4,9,1,,,,,2,,10,1,,,,0,16,315,703
C1,AC,Urna tradicional,95,142,35,7,2,1,3,,,,,6,,6,4,,,,0,8,309,703
C2,AC,Urna tradicional,93,156,34,4,5,4,1,,,,,5,,7,2,,,,0,14,325,703
C3,AC,Urna tradicional,117,151,50,5,4,6,2,,,,,3,,8,5,,,,0,8,359,703
C4,AC,Urna tradicional,90,124,39,3,7,5,3,,,,,3,,7,3,,,,0,8,292,703
C5,AC,Urna tradicional,90,113,39,4,5,6,5,,,,,1,,9,0,,,,0,17,289,704
C6,AC,Urna tradicional,77,120,52,4,4,5,2,,,,,2,,4,1,,,,0,12,283,704
E1,AC,Urna tradicional,82,149,41,9,1,4,3,,,,,5,,1,2,,,,0,10,307,706
E1C1,AC,Urna tradicional,92,144,38,9,3,5,1,,,,,3,,5,1,,,,0,12,313,706
E1C2,AC,Urna tradicional,91,164,26,9,1,4,1,,,,,6,,7,11,,,,3,24,347,706
E1C3,AC,Urna tradicional,75,159,37,8,6,3,3,,,,,6,,5,4,,,,0,13,319,706
E1C4,AC,Urna tradicional,92,154,35,4,8,4,3,,,,,3,,7,4,,,,0,0,314,706
E1C5,AC,Urna tradicional,85,159,27,6,7,6,1,,,,,0,,6,2,,,,0,12,311,706
E1C6,AC,Urna tradicional,95,167,42,11,6,1,5,,,,,0,,11,4,,,,0,8,350,706
E1C7,AC,Urna tradicional,86,167,36,4,1,3,2,,,,,2,,16,1,,,,0,14,332,706
E1C8,AC,Urna tradicional,90,146,38,13,1,1,4,,,,,3,,6,0,,,,0,11,313,706
Total,,,1435,2351,616,104,65,67,40,0,0,0,0,50,0,115,45,0,0,0,3,187,5078,11277
Sección 1193 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,133,37,6,5,4,6,,,,,1,,10,2,,,,0,26,326,682
C1,AC,Urna tradicional,94,136,40,6,7,6,2,,,,,3,,6,5,,,,0,17,322,682
C2,AC,Urna tradicional,83,129,40,17,2,3,1,,,,,4,,3,6,,,,0,18,306,682
C3,AC,Urna tradicional,99,165,38,8,7,1,5,,,,,5,,1,2,,,,0,18,349,682
C4,AC,Urna tradicional,98,131,39,6,6,5,2,,,,,2,,7,1,,,,1,8,306,682
C5,AC,Urna tradicional,79,144,41,8,3,8,2,,,,,1,,5,3,,,,0,9,303,683
C6,AC,Urna tradicional,102,114,43,8,4,4,1,,,,,1,,5,4,,,,0,10,296,683
C7,AC,Urna tradicional,81,143,67,7,2,1,5,,,,,1,,3,3,,,,1,16,330,683
Total,,,732,1095,345,66,36,32,24,0,0,0,0,18,0,40,26,0,0,0,2,122,2538,5459
Sección 1194 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,147,52,3,4,3,1,,,,,3,,4,6,,,,0,11,352,725
C1,AC,Urna tradicional,87,167,58,9,6,2,1,,,,,4,,2,2,,,,0,12,350,725
C2,AC,Urna tradicional,111,151,48,6,10,8,0,,,,,5,,7,2,,,,0,14,362,725
C3,AC,Urna tradicional,107,138,41,8,6,11,3,,,,,3,,4,1,,,,0,10,332,725
C4,AC,Urna tradicional,100,141,74,11,5,8,2,,,,,0,,10,3,,,,0,14,368,725
C5,AC,Urna tradicional,125,142,41,11,6,4,2,,,,,5,,6,3,,,,0,15,360,725
Total,,,648,886,314,48,37,36,9,0,0,0,0,20,0,33,17,0,0,0,0,76,2124,4350
Sección 1195 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,126,55,14,2,6,3,,,,,4,,5,4,,,,0,8,367,651
C1,AC,Urna tradicional,154,110,44,10,3,9,5,,,,,5,,4,4,,,,1,10,359,651
C2,AC,Urna tradicional,141,118,51,10,3,4,4,,,,,4,,3,2,,,,0,22,362,651
Total,,,435,354,150,34,8,19,12,0,0,0,0,13,0,12,10,0,0,0,1,40,1088,1953
Sección 1196 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,169,117,49,8,3,6,4,,,,,4,,4,2,,,,2,6,374,688
C1,AC,Urna tradicional,131,138,47,10,5,5,4,,,,,5,,7,2,,,,1,16,371,688
C2,AC,Urna tradicional,114,119,47,11,4,8,3,,,,,5,,8,4,,,,0,12,335,688
C3,AC,Urna tradicional,103,153,72,6,2,4,3,,,,,8,,4,6,,,,0,8,369,689
Total,,,517,527,215,35,14,23,14,0,0,0,0,22,0,23,14,0,0,0,3,42,1449,2753
Sección 1197 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,140,43,2,5,5,2,,,,,1,,7,3,,,,1,14,309,669
C1,AC,Urna tradicional,88,190,19,10,4,4,2,,,,,5,,14,2,,,,0,13,351,670
C2,AC,Urna tradicional,77,172,31,6,9,5,1,,,,,4,,11,3,,,,0,16,335,670
C3,AC,Urna tradicional,78,176,25,3,3,4,5,,,,,2,,8,2,,,,0,0,306,670
Total,,,329,678,118,21,21,18,10,0,0,0,0,12,0,40,10,0,0,0,1,43,1301,2679
Sección 1198 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,142,61,7,7,8,1,,,,,6,,5,4,,,,0,24,386,709
C1,AC,Urna tradicional,126,169,45,9,3,5,2,,,,,2,,9,0,,,,0,17,387,709
C2,AC,Urna tradicional,112,187,42,12,10,5,4,,,,,4,,7,3,,,,0,12,398,709
C3,AC,Urna tradicional,139,149,44,6,4,0,1,,,,,4,,15,4,,,,0,10,376,709
C4,AC,Urna tradicional,120,157,70,5,4,5,3,,,,,1,,6,1,,,,0,10,382,710
Total,,,618,804,262,39,28,23,11,0,0,0,0,17,0,42,12,0,0,0,0,73,1929,3546
Sección 1199 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,128,61,5,4,7,4,,,,,3,,6,1,,,,0,10,339,643
C1,AC,Urna tradicional,120,110,36,7,3,12,2,,,,,8,,7,5,,,,0,11,321,643
C2,AC,Urna tradicional,126,136,41,4,3,10,3,,,,,5,,6,4,,,,0,11,349,643
C3,AC,Urna tradicional,122,149,50,5,5,8,2,,,,,3,,6,6,,,,0,14,370,644
Total,,,478,523,188,21,15,37,11,0,0,0,0,19,0,25,16,0,0,0,0,46,1379,2573
Sección 1200 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,161,51,8,1,11,2,,,,,2,,7,3,,,,1,17,358,712
C1,AC,Urna tradicional,107,177,35,3,9,14,2,,,,,2,,7,4,,,,0,14,374,712
C2,AC,Urna tradicional,111,145,41,4,5,5,0,,,,,1,,8,1,,,,0,11,332,712
C3,AC,Urna tradicional,104,175,42,4,3,3,0,,,,,3,,4,1,,,,0,9,348,713
Total,,,416,658,169,19,18,33,4,0,0,0,0,8,0,26,9,0,0,0,1,51,1412,2849
Sección 1201 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,193,47,8,6,4,1,,,,,3,,11,0,,,,0,15,407,744
C1,AC,Urna tradicional,105,197,35,6,4,5,4,,,,,3,,7,3,,,,0,12,381,744
C2,AC,Urna tradicional,113,195,38,4,2,2,1,,,,,3,,15,1,,,,0,9,383,744
Total,,,337,585,120,18,12,11,6,0,0,0,0,9,0,33,4,0,0,0,0,36,1171,2232
Sección 1202 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,143,70,7,3,9,4,,,,,0,,2,1,,,,0,7,354,656
C1,AC,Urna tradicional,118,124,55,7,6,2,8,,,,,4,,4,3,,,,1,4,336,657
C2,AC,Urna tradicional,90,159,48,8,4,4,5,,,,,3,,10,3,,,,0,8,342,657
C3,AC,Urna tradicional,120,121,52,4,4,4,5,,,,,4,,7,4,,,,1,9,335,657
C4,AC,Urna tradicional,117,144,51,9,2,7,4,,,,,3,,6,3,,,,0,8,354,657
Total,,,553,691,276,35,19,26,26,0,0,0,0,14,0,29,14,0,0,0,2,36,1721,3284
Sección 1203 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,151,166,47,3,7,4,4,,,,,5,,3,3,,,,0,16,409,690
C1,AC,Urna tradicional,138,187,35,5,2,9,0,,,,,5,,6,4,,,,0,11,402,691
C2,AC,Urna tradicional,145,170,37,6,4,0,1,,,,,3,,7,2,,,,1,17,393,691
Total,,,434,523,119,14,13,13,5,0,0,0,0,13,0,16,9,0,0,0,1,44,1204,2072
Sección 1204 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,153,36,6,3,6,5,,,,,3,,2,3,,,,0,9,330,597
C1,AC,Urna tradicional,86,133,48,4,5,10,5,,,,,0,,5,3,,,,0,9,308,598
C2,AC,Urna tradicional,84,129,60,7,6,6,2,,,,,2,,6,3,,,,0,10,315,598
Total,,,274,415,144,17,14,22,12,0,0,0,0,5,0,13,9,0,0,0,0,28,953,1793
Sección 1205 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,147,46,11,3,10,7,,,,,4,,6,3,,,,1,13,386,580
C1,AC,Urna tradicional,152,150,57,2,3,4,4,,,,,2,,2,3,,,,0,21,400,581
Total,,,287,297,103,13,6,14,11,0,0,0,0,6,0,8,6,0,0,0,1,34,786,1161
Sección 1206 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,153,116,39,9,0,6,3,,,,,4,,2,4,,,,2,18,356,637
C1,AC,Urna tradicional,159,106,60,10,4,7,5,,,,,8,,8,1,,,,0,13,381,637
C2,AC,Urna tradicional,156,128,67,6,3,3,2,,,,,2,,4,2,,,,2,14,389,638
C3,AC,Urna tradicional,171,122,49,7,0,5,1,,,,,6,,10,3,,,,1,12,387,638
Total,,,639,472,215,32,7,21,11,0,0,0,0,20,0,24,10,0,0,0,5,57,1513,2550
Sección 1207 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,109,36,5,4,4,1,,,,,2,,6,1,,,,0,4,286,508
C1,AC,Urna tradicional,119,106,41,4,1,4,1,,,,,1,,5,0,,,,0,12,294,508
C2,AC,Urna tradicional,127,108,35,0,1,2,1,,,,,2,,6,2,,,,0,10,294,509
Total,,,360,323,112,9,6,10,3,0,0,0,0,5,0,17,3,0,0,0,0,26,874,1525
Sección 1208 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,107,58,4,3,3,2,,,,,2,,5,3,,,,0,7,284,529
C1,AC,Urna tradicional,91,102,43,6,8,6,1,,,,,3,,2,5,,,,0,11,278,530
C2,AC,Urna tradicional,114,101,39,6,5,4,0,,,,,1,,4,2,,,,0,14,290,530
Total,,,295,310,140,16,16,13,3,0,0,0,0,6,0,11,10,0,0,0,0,32,852,1589
Sección 1209 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,114,69,7,3,6,3,,,,,4,,7,5,,,,1,6,332,580
C1,AC,Urna tradicional,87,112,36,2,13,2,3,,,,,3,,6,1,,,,1,14,280,580
C2,AC,Urna tradicional,92,121,55,7,5,5,1,,,,,4,,6,4,,,,1,16,317,580
Total,,,286,347,160,16,21,13,7,0,0,0,0,11,0,19,10,0,0,0,3,36,929,1740
Sección 1210 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,125,98,34,2,4,3,2,,,,,5,,8,1,,,,0,6,288,483
C1,AC,Urna tradicional,127,95,29,2,3,3,1,,,,,2,,2,2,,,,1,8,275,483
Total,,,252,193,63,4,7,6,3,0,0,0,0,7,0,10,3,0,0,0,1,14,563,966
Sección 1211 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,127,102,57,1,6,4,7,,,,,2,,10,2,,,,0,14,332,596
C1,AC,Urna tradicional,134,116,39,7,5,3,4,,,,,7,,7,4,,,,1,11,338,596
C2,AC,Urna tradicional,122,110,46,6,5,9,6,,,,,6,,7,3,,,,1,11,332,597
Total,,,383,328,142,14,16,16,17,0,0,0,0,15,0,24,9,0,0,0,2,36,1002,1789
Sección 1212 ,,,,,,,,,,,,,,,,,,,,,,,,
