Municipio,Seccion,Casilla,Lista Nominal ,PAN,PRI,PRD,PT,PVEM,PC,PNA,PAS,COAL_PRD_PT,COAL_PRD_PT_PC,COAL_PRD_PC,CC_PAN_PRI,CC_PAN_PRI_PVEM,CC_PAN_PVEM,CC_PAN_PVEM_PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRI_PVEM_PNA,NOREG,NULOS
Tuzantla,2130,B,534,50,129,,,23,,,,,84,,,,,,,,,0,5
Tuzantla,2130,C1,534,36,135,,,27,,,,,91,,,,,,,,,0,3
Tuzantla,2131,B,515,28,108,,,40,,,,,119,,,,,,,,,0,5
Tuzantla,2131,C1,516,21,114,,,32,,,,,98,,,,,,,,,0,9
Tuzantla,2131,C2,516,18,125,,,34,,,,,116,,,,,,,,,0,12
Tuzantla,2132,B,330,3,24,,,13,,,,,130,,,,,,,,,0,5
Tuzantla,2132,E1,192,4,57,,,12,,,,,42,,,,,,,,,0,2
Tuzantla,2133,B,514,3,97,,,29,,,,,132,,,,,,,,,0,15
Tuzantla,2133,C1,515,4,117,,,20,,,,,126,,,,,,,,,0,7
Tuzantla,2134,B,604,8,101,,,193,,,,,91,,,,,,,,,0,10
Tuzantla,2135,B,682,22,173,,,13,,,,,193,,,,,,,,,0,7
Tuzantla,2136,B,619,1,74,,,141,,,,,131,,,,,,,,,0,10
Tuzantla,2137,B,291,18,77,,,16,,,,,59,,,,,,,,,0,1
Tuzantla,2138,B,578,40,108,,,40,,,,,122,,,,,,,,,0,14
Tuzantla,2139,B,455,10,114,,,45,,,,,90,,,,,,,,,0,12
Tuzantla,2139,C1,456,7,113,,,54,,,,,103,,,,,,,,,0,10
Tuzantla,2140,B,698,18,156,,,28,,,,,168,,,,,,,,,0,12
Tuzantla,2141,B,454,27,97,,,27,,,,,51,,,,,,,,,0,5
Tuzantla,2141,C1,454,38,111,,,20,,,,,57,,,,,,,,,0,7
Tuzantla,2142,B,417,4,100,,,52,,,,,67,,,,,,,,,0,0
Tuzantla,2143,B,125,4,12,,,36,,,,,11,,,,,,,,,0,1
Tuzantla,2144,B,370,3,31,,,98,,,,,56,,,,,,,,,0,7
Tuzantla,2145,B,265,6,63,,,11,,,,,61,,,,,,,,,0,0
Tuzantla,2146,B,700,47,134,,,54,,,,,104,,,,,,,,,16,0
Tuzantla,2146,C1,701,22,137,,,67,,,,,120,,,,,,,,,0,10
Tuzantla,2147,B,613,16,27,,,127,,,,,126,,,,,,,,,0,3
Tuzantla,2148,B,141,7,28,,,15,,,,,33,,,,,,,,,0,2
Tuzantla,2149,B,272,13,80,,,17,,,,,38,,,,,,,,,0,0
Tuzantla,2150,B,193,7,14,,,48,,,,,35,,,,,,,,,0,8
Tzintzuntzan,2151,B,623,59,24,,,21,103,,20,152,,,,,,,,,,,13
Tzintzuntzan,2151,C1,623,51,27,,,14,111,,18,146,,,,,,,,,,,15
Tzintzuntzan,2152,B,534,58,13,,,37,69,,2,117,,,,,,,,,,,7
Tzintzuntzan,2152,C1,534,42,14,,,51,94,,16,98,,,,,,,,,,1,7
Tzintzuntzan,2152,C2,534,37,17,,,29,98,,18,98,,,,,,,,,,,32
Tzintzuntzan,2153,B,583,88,10,,,28,91,,5,104,,,,,,,,,,,10
Tzintzuntzan,2153,C1,583,75,18,,,12,119,,19,82,,,,,,,,,,,14
Tzintzuntzan,2154,B,390,76,6,,,2,25,,8,49,,,,,,,,,,1,9
Tzintzuntzan,2154,E1,224,16,18,,,4,61,,1,43,,,,,,,,,,,8
Tzintzuntzan,2155,B,589,91,27,,,41,55,,24,56,,,,,,,,,,,11
Tzintzuntzan,2155,E1,415,106,7,,,35,14,,2,45,,,,,,,,,,,4
Tzintzuntzan,2156,B,273,50,5,,,56,6,,5,50,,,,,,,,,,,10
Tzintzuntzan,2157,B,479,45,19,,,118,70,,3,54,,,,,,,,,,,13
Tzintzuntzan,2157,C1,479,45,11,,,102,73,,3,69,,,,,,,,,,,11
Tzintzuntzan,2158,B,634,34,14,,,322,4,,1,14,,,,,,,,,,,26
Tzintzuntzan,2158,C1,635,35,13,,,310,6,,2,19,,,,,,,,,,,31
Tzintzuntzan,2159,B,571,44,11,,,229,20,,1,16,,,,,,,,,,,32
Tzintzuntzan,2159,C1,571,32,14,,,247,20,,5,26,,,,,,,,,,,16
Tzitzio,2160,B,574,71,158,,,,,,,,83,,,,,,,,,0,9
Tzitzio,2161,B,390,58,120,,,,,,,,45,,,,,,,,,0,7
Tzitzio,2161,C1,390,74,105,,,,,,,,47,,,,,,,,,0,3
Tzitzio,2162,B,229,13,79,,,,,,,,45,,,,,,,,,0,5
Tzitzio,2163,B,264,29,84,,,,,,,,23,,,,,,,,,0,5
Tzitzio,2164,B,252,57,67,,,,,,,,17,,,,,,,,,0,7
Tzitzio,2165,B,164,33,22,,,,,,,,31,,,,,,,,,0,1
Tzitzio,2166,B,424,43,84,,,,,,,,105,,,,,,,,,0,9
Tzitzio,2166,C1,425,57,101,,,,,,,,104,,,,,,,,,0,6
Tzitzio,2167,B,93,14,3,,,,,,,,18,,,,,,,,,0,4
Tzitzio,2167,E1,168,23,48,,,,,,,,23,,,,,,,,,0,5
Tzitzio,2168,B,398,59,79,,,,,,,,73,,,,,,,,,0,8
Tzitzio,2168,C1,399,38,70,,,,,,,,90,,,,,,,,,0,6
Tzitzio,2169,B,601,168,78,,,,,,,,111,,,,,,,,,0,13
Tzitzio,2169,C1,602,139,111,,,,,,,,96,,,,,,,,,1,15
Tzitzio,2170,B,424,142,62,,,,,,,,52,,,,,,,,,0,9
Tzitzio,2170,C1,424,145,50,,,,,,,,59,,,,,,,,,0,7
Tzitzio,2171,B,526,154,97,,,,,,,,81,,,,,,,,,0,10
Tzitzio,2172,B,367,90,67,,,,,,,,48,,,,,,,,,0,8
Tzitzio,2173,B,415,36,107,,,,,,,,63,,,,,,,,,0,0
Tzitzio,2174,B,125,35,14,,,,,,,,29,,,,,,,,,0,3
Uruapan,2175,B,652,37,58,,,9,,1,2,,87,,,,,,0,,,0,0
Uruapan,2175,C1,653,59,48,,,8,,4,4,,64,,,,,,1,,,0,5
Uruapan,2175,C2,653,57,62,,,5,,0,0,,72,,,,,,0,,,0,7
Uruapan,2176,B,574,190,57,,,4,,4,0,,41,,,,,,1,,,0,6
Uruapan,2176,C1,574,178,66,,,2,,1,1,,39,,,,,,0,,,0,4
Uruapan,2177,B,727,96,80,,,13,,0,1,,110,,,,,,0,,,1,12
Uruapan,2177,C1,728,90,87,,,18,,5,1,,79,,,,,,3,,,0,13
Uruapan,2178,B,411,61,32,,,8,,8,0,,68,,,,,,0,,,0,5
Uruapan,2178,C1,411,65,29,,,10,,2,3,,65,,,,,,0,,,0,2
Uruapan,2179,B,544,87,55,,,13,,1,1,,79,,,,,,0,,,0,6
Uruapan,2179,C1,544,66,59,,,6,,3,3,,64,,,,,,0,,,0,6
Uruapan,2179,C2,544,73,46,,,6,,3,3,,51,,,,,,0,,,0,8
Uruapan,2180,B,608,68,71,,,3,,2,2,,80,,,,,,0,,,0,8
Uruapan,2180,C1,609,80,77,,,4,,4,3,,66,,,,,,0,,,2,3
Uruapan,2181,B,517,44,70,,,5,,3,4,,40,,,,,,3,,,0,8
Uruapan,2181,C1,517,58,64,,,4,,0,4,,37,,,,,,0,,,0,7
Uruapan,2181,C2,517,36,49,,,9,,0,2,,65,,,,,,0,,,0,3
Uruapan,2182,B,516,129,47,,,2,,3,1,,53,,,,,,0,,,0,2
Uruapan,2182,C1,517,120,51,,,1,,4,2,,58,,,,,,0,,,0,4
Uruapan,2182,C2,517,137,45,,,3,,2,0,,49,,,,,,0,,,0,4
Uruapan,2183,B,406,80,40,,,3,,3,2,,45,,,,,,0,,,0,5
Uruapan,2183,C1,406,82,25,,,4,,3,9,,60,,,,,,1,,,0,6
Uruapan,2184,B,571,70,59,,,7,,3,1,,60,,,,,,73,,,0,7
Uruapan,2184,C1,571,88,56,,,9,,4,6,,54,,,,,,92,,,0,4
Uruapan,2184,C2,572,72,53,,,4,,3,0,,72,,,,,,75,,,0,10
Uruapan,2185,B,734,162,55,,,7,,3,0,,74,,,,,,0,,,0,7
Uruapan,2185,C1,734,149,56,,,11,,5,3,,71,,,,,,0,,,0,4
Uruapan,2185,C2,734,141,54,,,9,,7,3,,72,,,,,,2,,,0,7
Uruapan,2186,B,679,116,73,,,2,,4,2,,87,,,,,,120,,,0,3
Uruapan,2186,C1,679,118,78,,,11,,4,3,,70,,,,,,0,,,0,4
Uruapan,2187,B,716,123,73,,,12,,4,1,,71,,,,,,127,,,0,9
Uruapan,2187,C1,716,117,76,,,6,,3,0,,96,,,,,,0,,,0,6
Uruapan,2188,B,646,111,56,,,11,,6,3,,69,,,,,,0,,,0,4
Uruapan,2188,C1,647,104,60,,,8,,3,3,,70,,,,,,2,,,0,7
Uruapan,2189,B,538,69,49,,,9,,1,13,,53,,,,,,70,,,0,8
Uruapan,2189,C1,538,77,64,,,5,,5,8,,49,,,,,,0,,,0,5
Uruapan,2189,C2,539,70,36,,,5,,2,6,,65,,,,,,1,,,0,9
Uruapan,2190,B,482,78,50,,,13,,1,2,,65,,,,,,0,,,0,5
Uruapan,2190,C1,483,73,69,,,8,,1,3,,50,,,,,,1,,,0,6
Uruapan,2191,B,486,107,49,,,12,,3,1,,80,,,,,,0,,,0,8
Uruapan,2191,C1,486,90,43,,,18,,1,5,,74,,,,,,0,,,0,15
Uruapan,2192,B,566,99,59,,,12,,5,2,,56,,,,,,2,,,0,6
Uruapan,2192,C1,566,100,47,,,10,,3,3,,67,,,,,,0,,,2,5
Uruapan,2193,B,478,88,66,,,4,,3,0,,59,,,,,,0,,,0,6
Uruapan,2193,C1,479,83,32,,,12,,8,17,,78,,,,,,0,,,0,6
Uruapan,2194,B,606,87,75,,,5,,7,2,,69,,,,,,0,,,1,10
Uruapan,2194,C1,607,87,56,,,12,,17,3,,80,,,,,,2,,,0,14
Uruapan,2195,B,569,39,38,,,7,,1,0,,74,,,,,,0,,,0,11
Uruapan,2195,C1,569,47,52,,,5,,0,0,,84,,,,,,1,,,0,3
Uruapan,2195,C2,569,37,47,,,4,,2,1,,79,,,,,,0,,,0,9
Uruapan,2195,C3,569,37,39,,,7,,2,1,,68,,,,,,1,,,0,4
Uruapan,2196,B,723,59,49,,,11,,6,1,,88,,,,,,0,,,0,11
Uruapan,2196,C1,724,78,55,,,7,,4,1,,88,,,,,,3,,,0,3
Uruapan,2197,B,733,66,63,,,14,,0,4,,103,,,,,,0,,,0,4
Uruapan,2197,C1,733,65,55,,,10,,2,3,,99,,,,,,0,,,0,10
Uruapan,2198,B,554,46,64,,,4,,2,1,,90,,,,,,0,,,0,8
Uruapan,2198,C1,554,47,49,,,8,,0,2,,95,,,,,,0,,,0,12
Uruapan,2198,C2,555,51,69,,,8,,1,0,,93,,,,,,0,,,0,5
Uruapan,2199,B,516,127,89,,,6,,2,0,,67,,,,,,0,,,0,5
Uruapan,2199,C1,517,104,60,,,9,,2,3,,84,,,,,,0,,,0,7
Uruapan,2200,B,616,97,60,,,7,,2,3,,89,,,,,,0,,,0,8
Uruapan,2200,C1,616,77,90,,,9,,5,4,,74,,,,,,0,,,0,10
Uruapan,2201,B,614,158,90,,,6,,1,4,,52,,,,,,0,,,0,4
Uruapan,2201,C1,615,163,81,,,3,,2,0,,59,,,,,,165,,,0,12
Uruapan,2202,B,545,78,62,,,14,,5,1,,60,,,,,,0,,,0,4
Uruapan,2202,C1,545,84,66,,,5,,4,2,,66,,,,,,1,,,0,5
Uruapan,2203,B,607,99,76,,,8,,2,6,,64,,,,,,0,,,0,6
Uruapan,2203,C1,608,108,65,,,7,,3,7,,50,,,,,,0,,,0,11
Uruapan,2204,B,443,100,61,,,1,,2,3,,48,,,,,,0,,,0,0
Uruapan,2204,C1,443,100,49,,,9,,3,1,,50,,,,,,2,,,0,5
Uruapan,2205,B,376,84,54,,,2,,1,0,,33,,,,,,1,,,0,6
Uruapan,2205,C1,376,85,39,,,3,,1,2,,27,,,,,,1,,,0,2
Uruapan,2206,B,531,81,49,,,6,,1,3,,63,,,,,,1,,,0,12
Uruapan,2206,C1,531,81,61,,,5,,3,2,,55,,,,,,0,,,0,6
Uruapan,2206,C2,532,87,50,,,5,,3,0,,50,,,,,,0,,,0,12
Uruapan,2207,B,611,83,46,,,6,,1,4,,66,,,,,,84,,,0,7
Uruapan,2207,C1,612,93,53,,,4,,4,3,,66,,,,,,0,,,0,4
Uruapan,2207,C2,592,89,51,,,9,,5,5,,49,,,,,,94,,,0,9
Uruapan,2207,C3,592,81,55,,,4,,2,2,,59,,,,,,0,,,0,7
Uruapan,2208,B,508,80,48,,,5,,8,1,,53,,,,,,0,,,0,5
Uruapan,2208,C1,509,97,38,,,5,,4,2,,57,,,,,,1,,,0,7
Uruapan,2209,B,509,62,37,,,7,,3,2,,77,,,,,,0,,,0,6
Uruapan,2209,C1,601,77,39,,,8,,2,3,,65,,,,,,0,,,0,7
Uruapan,2210,B,601,56,33,,,3,,5,0,,61,,,,,,0,,,0,8
Uruapan,2210,C1,499,54,40,,,6,,3,1,,63,,,,,,0,,,0,3
Uruapan,2210,C2,500,43,39,,,5,,3,2,,54,,,,,,46,,,0,5
Uruapan,2211,B,704,125,83,,,2,,5,1,,65,,,,,,0,,,0,8
Uruapan,2211,C1,705,107,69,,,9,,9,1,,76,,,,,,1,,,0,6
Uruapan,2212,B,572,121,56,,,3,,5,1,,57,,,,,,1,,,0,4
Uruapan,2212,C1,572,92,62,,,4,,1,2,,68,,,,,,0,,,0,4
Uruapan,2213,B,477,178,56,,,7,,6,4,,66,,,,,,0,,,0,1
Uruapan,2213,C1,478,137,81,,,6,,0,3,,74,,,,,,0,,,0,4
Uruapan,2214,B,739,118,64,,,3,,4,0,,66,,,,,,0,,,0,0
Uruapan,2214,C1,391,136,56,,,13,,2,0,,71,,,,,,0,,,0,5
Uruapan,2215,B,392,159,53,,,3,,3,0,,43,,,,,,0,,,0,3
Uruapan,2215,C1,688,124,69,,,6,,2,0,,57,,,,,,0,,,0,6
Uruapan,2216,B,689,250,74,,,5,,4,1,,56,,,,,,0,,,0,7
Uruapan,2217,B,710,95,50,,,7,,4,1,,40,,,,,,99,,,0,5
Uruapan,2217,C1,711,92,47,,,8,,2,1,,52,,,,,,0,,,0,2
Uruapan,2218,B,711,74,51,,,10,,2,7,,74,,,,,,1,,,0,9
Uruapan,2218,C1,711,68,69,,,5,,2,2,,67,,,,,,1,,,0,6
Uruapan,2219,B,541,79,64,,,3,,7,1,,65,,,,,,0,,,0,7
Uruapan,2219,C1,542,69,59,,,6,,3,1,,87,,,,,,0,,,0,0
Uruapan,2219,C2,381,93,74,,,4,,3,4,,64,,,,,,2,,,0,9
Uruapan,2219,C3,382,95,61,,,11,,3,4,,67,,,,,,0,,,0,6
Uruapan,2220,B,495,166,65,,,4,,2,2,,45,,,,,,1,,,0,6
Uruapan,2220,C1,495,165,52,,,6,,0,1,,47,,,,,,0,,,0,6
Uruapan,2221,B,389,116,42,,,2,,2,1,,25,,,,,,4,,,0,6
Uruapan,2221,C1,390,118,50,,,5,,3,1,,29,,,,,,3,,,0,2
Uruapan,2222,B,503,110,53,,,6,,3,0,,54,,,,,,0,,,0,4
Uruapan,2222,C1,503,110,58,,,4,,2,1,,45,,,,,,1,,,0,1
Uruapan,2223,B,719,113,47,,,6,,3,2,,34,,,,,,0,,,0,9
Uruapan,2223,C1,720,94,49,,,3,,7,1,,35,,,,,,2,,,0,6
Uruapan,2224,B,544,100,69,,,9,,5,1,,50,,,,,,0,,,0,7
Uruapan,2224,C1,544,135,68,,,3,,5,2,,50,,,,,,0,,,0,3
Uruapan,2225,B,545,110,78,,,16,,2,1,,90,,,,,,0,,,1,9
Uruapan,2225,C1,694,124,76,,,14,,3,1,,119,,,,,,2,,,1,12
Uruapan,2226,B,695,104,50,,,4,,6,1,,55,,,,,,3,,,0,1
Uruapan,2226,C1,653,105,57,,,7,,5,0,,61,,,,,,0,,,0,4
Uruapan,2226,C2,653,106,57,,,8,,8,4,,50,,,,,,0,,,0,3
Uruapan,2227,B,613,98,71,,,8,,12,1,,71,,,,,,0,,,0,5
Uruapan,2227,C1,613,124,59,,,6,,8,2,,55,,,,,,0,,,0,7
Uruapan,2228,B,614,105,57,,,8,,7,3,,50,,,,,,1,,,0,10
Uruapan,2228,C1,614,124,64,,,12,,4,2,,49,,,,,,3,,,0,5
Uruapan,2229,B,548,128,50,,,9,,9,2,,56,,,,,,0,,,0,6
Uruapan,2229,C1,548,122,58,,,10,,4,1,,70,,,,,,2,,,0,9
Uruapan,2229,C2,548,118,64,,,4,,8,2,,72,,,,,,1,,,0,6
Uruapan,2229,C3,559,120,47,,,10,,5,1,,71,,,,,,2,,,0,1
Uruapan,2230,B,559,65,54,,,8,,0,5,,61,,,,,,0,,,0,12
Uruapan,2230,C1,559,67,58,,,5,,4,5,,58,,,,,,1,,,0,9
Uruapan,2230,C2,395,65,52,,,9,,2,3,,43,,,,,,0,,,0,14
Uruapan,2231,B,396,77,42,,,13,,9,6,,51,,,,,,0,,,0,5
Uruapan,2231,C1,529,65,30,,,9,,3,0,,64,,,,,,0,,,0,13
Uruapan,2231,C2,594,76,34,,,5,,7,0,,39,,,,,,4,,,0,12
Uruapan,2232,B,594,99,71,,,6,,5,3,,56,,,,,,0,,,0,13
Uruapan,2232,C1,681,104,69,,,7,,9,4,,55,,,,,,3,,,0,7
Uruapan,2233,B,681,57,52,,,3,,1,2,,58,,,,,,1,,,1,3
Uruapan,2233,C1,612,66,35,,,0,,3,1,,58,,,,,,0,,,1,7
Uruapan,2234,B,612,124,68,,,8,,6,3,,63,,,,,,1,,,0,10
Uruapan,2234,C1,526,84,38,,,6,,5,3,,63,,,,,,1,,,0,8
Uruapan,2235,B,526,48,73,,,9,,3,1,,143,,,,,,1,,,0,18
Uruapan,2235,C1,526,59,45,,,12,,0,0,,147,,,,,,0,,,0,10
Uruapan,2236,B,669,141,51,,,6,,4,0,,24,,,,,,0,,,0,6
Uruapan,2236,C1,669,136,42,,,1,,3,0,,33,,,,,,0,,,0,6
Uruapan,2237,B,558,171,65,,,5,,2,0,,21,,,,,,173,,,0,8
Uruapan,2238,B,559,119,65,,,9,,8,2,,64,,,,,,2,,,0,8
Uruapan,2238,C1,559,121,62,,,4,,5,2,,55,,,,,,0,,,0,15
Uruapan,2239,B,668,198,82,,,4,,0,1,,66,,,,,,1,,,0,7
Uruapan,2239,C1,668,158,91,,,7,,2,0,,60,,,,,,0,,,0,11
Uruapan,2240,B,668,151,38,,,5,,6,1,,34,,,,,,1,,,0,0
Uruapan,2240,C1,437,137,45,,,4,,1,3,,38,,,,,,3,,,0,2
Uruapan,2241,B,438,134,68,,,8,,2,0,,40,,,,,,1,,,0,8
Uruapan,2241,C1,395,121,62,,,8,,2,0,,41,,,,,,0,,,0,10
Uruapan,2242,B,396,113,53,,,2,,2,2,,25,,,,,,1,,,0,4
Uruapan,2242,C1,511,119,65,,,3,,4,0,,26,,,,,,0,,,0,2
Uruapan,2243,B,511,62,46,,,8,,4,1,,92,,,,,,66,,,0,14
Uruapan,2243,C1,624,170,95,0,0,3,0,3,0,0,50,0,0,0,,0,1,0,0,0,1
Uruapan,2243,C2,625,74,43,,,7,,0,0,,80,,,,,,74,,,0,6
Uruapan,2244,B,727,57,60,,,7,,4,2,,48,,,,,,0,,,0,6
Uruapan,2244,C1,728,72,51,,,3,,5,1,,55,,,,,,1,,,0,5
Uruapan,2244,C2,418,58,49,,,0,,0,1,,70,,,,,,0,,,0,2
Uruapan,2245,B,418,59,53,,,6,,2,2,,61,,,,,,0,,,0,6
Uruapan,2245,C1,294,64,54,,,5,,4,0,,61,,,,,,0,,,0,5
Uruapan,2246,B,676,46,55,,,2,,4,1,,44,,,,,,1,,,0,11
Uruapan,2246,C1,530,51,59,,,5,,3,2,,74,,,,,,0,,,0,4
Uruapan,2247,B,530,104,44,,,9,,1,2,,78,,,,,,1,,,0,4
Uruapan,2247,C1,531,115,50,,,6,,4,0,,56,,,,,,1,,,0,3
Uruapan,2248,B,383,90,33,,,6,,3,1,,82,,,,,,1,,,0,6
Uruapan,2248,C1,383,60,48,,,7,,3,1,,70,,,,,,1,,,0,13
Uruapan,2248,C2,217,80,42,,,4,,4,2,,62,,,,,,84,,,0,6
Uruapan,2248,C3,627,80,42,,,7,,4,4,,53,,,,,,0,,,0,7
Uruapan,2249,B,627,86,40,0,0,7,0,8,0,0,73,0,0,0,,0,0,0,0,0,8
Uruapan,2249,C1,627,90,38,0,0,7,0,6,3,0,72,0,0,0,,0,0,0,0,0,12
Uruapan,2249,C2,627,93,43,0,0,7,0,11,0,0,73,0,0,0,,0,1,0,0,0,6
Uruapan,2250,B,641,67,29,0,0,5,0,4,4,0,86,0,0,0,,0,0,0,0,0,8
Uruapan,2250,C1,642,108,31,0,0,3,0,3,1,0,69,0,0,0,,0,1,0,0,0,9
Uruapan,2250,C2,427,98,39,0,0,3,0,0,0,0,92,0,0,0,,0,0,0,0,0,6
Uruapan,2251,B,428,93,80,,,10,,3,1,,62,,,,,,96,,,0,5
Uruapan,2251,C1,665,111,68,,,10,,3,5,,65,,,,,,114,,,0,12
Uruapan,2251,C2,665,106,61,0,0,6,0,2,3,0,51,0,0,0,,0,0,0,0,0,4
Uruapan,2252,B,741,152,87,0,0,9,0,2,1,0,67,0,0,0,,0,0,0,0,0,10
Uruapan,2252,C1,741,131,86,0,0,17,0,1,2,0,56,0,0,0,,0,1,0,0,0,4
Uruapan,2253,B,687,118,80,0,0,6,0,2,0,0,63,0,0,0,,0,1,0,0,0,7
Uruapan,2253,C1,687,132,85,0,0,8,0,4,2,0,39,0,0,0,,0,0,0,0,0,1
Uruapan,2253,C2,426,124,79,0,0,8,0,2,0,0,60,0,0,0,,0,0,0,0,0,6
Uruapan,2254,B,426,91,82,0,0,3,0,2,5,0,95,0,0,0,,0,0,0,0,1,3
Uruapan,2254,C1,475,100,65,0,0,6,0,4,1,0,71,0,0,0,,0,3,0,0,0,8
Uruapan,2254,C2,475,99,81,0,0,5,0,5,3,0,57,0,0,0,,0,1,0,0,0,3
Uruapan,2255,B,382,51,53,,,7,,6,4,,86,,,,,,0,,,0,12
Uruapan,2255,C1,382,186,94,0,0,5,0,2,3,0,59,0,0,0,,0,1,0,0,0,12
Uruapan,2256,B,603,121,76,0,0,11,0,2,2,0,82,0,0,0,,0,0,0,0,0,5
Uruapan,2256,C1,603,136,58,0,0,8,0,3,5,0,64,0,0,0,,0,1,0,0,0,10
Uruapan,2256,C2,604,108,78,0,0,9,0,2,3,0,67,0,0,0,,0,0,0,0,0,9
Uruapan,2257,B,544,125,42,0,0,7,0,4,0,0,37,0,0,0,,0,0,0,0,0,5
Uruapan,2257,C1,544,117,51,,,6,,7,1,,38,,,,,,124,,,0,11
Uruapan,2258,B,545,86,56,,,6,,3,3,,46,,,,,,0,,,0,2
Uruapan,2258,C1,566,74,57,0,0,5,0,3,0,0,55,0,0,0,,0,0,0,0,0,5
Uruapan,2259,B,566,158,67,,,9,,3,0,,71,,,,,,1,,,0,7
Uruapan,2259,C1,537,168,70,0,0,10,0,2,2,0,106,0,0,0,,0,0,0,0,0,10
Uruapan,2260,B,537,91,58,0,0,5,0,3,1,0,86,0,0,0,,0,0,0,0,0,11
Uruapan,2260,C1,681,95,43,0,0,13,0,2,1,0,59,0,0,0,,0,1,0,0,0,7
Uruapan,2260,C2,681,88,43,0,0,15,0,5,1,0,106,0,0,0,,0,1,0,0,0,3
Uruapan,2261,B,678,95,57,0,0,6,0,3,2,0,67,0,0,0,,0,0,0,0,1,8
Uruapan,2261,C1,678,84,48,,,8,,5,4,,62,,,,,,0,,,0,3
Uruapan,2261,C2,678,94,47,,,5,,5,0,,53,,,,,,0,,,0,6
Uruapan,2261,C3,679,87,39,0,0,14,0,0,0,0,79,0,0,0,,0,0,0,0,0,11
Uruapan,2262,B,685,98,54,,,4,,1,0,,79,,,,,,99,,,0,9
Uruapan,2262,C1,685,88,32,0,0,7,0,5,1,0,62,0,0,0,,0,0,0,0,0,6
Uruapan,2262,C2,685,81,48,0,0,4,0,3,1,0,68,0,0,0,,0,0,0,0,0,8
Uruapan,2263,B,736,134,76,,,3,,6,3,,66,,,,,,140,,,0,10
Uruapan,2263,C1,737,143,55,0,0,8,0,4,1,0,78,0,0,0,,0,0,0,0,0,8
Uruapan,2263,C2,737,125,70,0,0,6,0,3,2,0,66,0,0,0,,0,2,0,0,0,4
Uruapan,2264,B,698,100,50,,,6,,2,3,,60,,,,,,0,,,0,10
Uruapan,2264,C1,698,92,46,0,0,6,0,1,4,0,48,0,0,0,,0,0,0,0,0,4
Uruapan,2264,C2,699,86,42,0,0,6,0,3,1,0,71,0,0,0,,0,0,0,0,0,7
Uruapan,2265,B,610,148,55,0,0,5,0,4,0,0,65,0,0,0,,0,1,0,0,0,3
Uruapan,2265,C1,610,158,78,0,0,0,0,2,5,0,37,0,0,0,,0,0,0,0,0,5
Uruapan,2266,B,524,89,77,0,0,5,0,2,3,0,83,0,0,0,,0,1,0,0,0,3
Uruapan,2266,C1,524,96,77,0,0,8,0,1,0,0,74,0,0,0,,0,0,0,0,0,9
Uruapan,2267,B,524,143,60,0,0,11,0,3,2,0,53,0,0,0,,0,1,0,0,0,7
Uruapan,2267,C1,701,129,55,0,0,5,0,2,2,0,57,0,0,0,,0,0,0,0,0,10
Uruapan,2267,C2,701,139,56,,,10,,3,3,,53,,,,,,142,,,0,5
Uruapan,2268,B,702,55,57,0,0,5,0,6,0,0,67,0,0,0,,0,0,0,0,0,3
Uruapan,2268,C1,644,54,67,0,0,4,0,1,0,0,50,0,0,0,,0,0,0,0,0,5
Uruapan,2268,C2,644,35,52,0,0,4,0,1,1,0,43,0,0,0,,0,2,0,0,0,6
Uruapan,2268,C3,627,58,69,0,0,10,0,6,2,0,40,0,0,0,,0,0,0,0,0,5
Uruapan,2269,B,627,75,56,0,0,10,0,3,3,0,83,0,0,0,,0,0,0,0,0,5
Uruapan,2269,C1,628,75,45,0,0,6,0,5,0,0,80,0,0,0,,0,0,0,0,0,16
Uruapan,2269,C2,461,80,37,0,0,11,0,0,0,0,77,0,0,0,,0,0,0,0,0,7
Uruapan,2269,C3,462,58,51,0,0,10,0,1,1,0,57,0,0,0,,0,0,0,0,0,3
Uruapan,2269,C4,408,80,43,,,6,,3,2,,80,,,,,,0,,,0,429
Uruapan,2270,B,408,94,31,0,0,4,0,5,3,0,55,0,0,0,,0,0,0,0,0,4
Uruapan,2270,C1,748,90,54,,,3,,4,1,,70,,,,,,0,,,0,7
Uruapan,2271,B,748,244,74,,,7,,5,2,,80,,,,,,249,,,0,6
Uruapan,2271,C1,630,208,77,0,0,5,0,4,2,0,78,0,0,0,,0,0,0,0,0,6
Uruapan,2272,B,630,210,48,,,6,,5,2,,40,,,,,,215,,,0,3
Uruapan,2272,C1,631,179,45,0,0,9,0,1,1,0,53,0,0,0,,0,1,0,0,1,18
Uruapan,2273,B,701,162,75,,,4,,1,1,,49,,,,,,0,,,0,3
Uruapan,2273,C1,701,174,59,,,6,,1,1,,38,,,,,,0,,,0,3
Uruapan,2273,C2,701,151,54,0,0,3,0,4,2,0,46,0,0,0,,0,0,0,0,0,7
Uruapan,2274,B,701,134,42,0,0,7,0,2,0,0,88,0,0,0,,0,3,0,0,0,9
Uruapan,2274,C1,572,111,46,0,0,11,0,2,3,0,106,0,0,0,,0,0,0,0,0,10
Uruapan,2275,B,572,106,52,0,0,11,0,4,1,0,93,0,0,0,,0,1,0,0,1,10
Uruapan,2275,C1,573,106,46,0,0,11,0,5,2,0,86,0,0,0,,0,0,0,0,0,10
Uruapan,2276,B,604,92,45,0,0,17,0,4,1,0,68,0,0,0,,0,2,0,0,0,8
