DISTRITO,MUNICIPIO,DTO_R,CAB_R,MUNI_R,SECCION,CASILLA,PAN,FIDE,PRD,PRV,NO_REG,NULOS
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3428,C2,130,135,33,1,0,6
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3429,B,6,6,3,0,0,0
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3430,B,86,98,50,2,0,9
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3431,B,172,47,3,0,0,0
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3431,C,179,45,7,1,0,11
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3432,B,132,18,8,0,0,0
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3433,B,110,72,24,0,1,4
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3433,C,97,67,24,1,0,12
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3434,B,165,108,11,1,0,4
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3435,B,184,95,18,0,0,16
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3435,C,155,82,28,2,0,27
ACAYUCAN,SAN JUAN EVANGELISTA,26,1,143,3436,B,56,123,18,0,0,7
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3437,B,82,134,87,19,0,21
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3437,C,98,100,103,21,0,16
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3437,C2,82,100,87,37,0,11
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3438,B,113,73,171,28,0,20
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3438,C,114,79,193,29,0,12
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3439,B,126,107,160,28,0,14
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3440,B,94,59,101,9,0,12
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3440,C,61,62,138,14,0,8
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3441,B,91,100,87,29,0,9
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3441,C,81,88,99,21,0,5
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3442,B,100,101,69,11,0,11
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3442,C,85,98,88,8,0,9
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3443,B,63,94,106,9,0,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3443,C,49,67,129,13,17,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3444,B,87,105,172,26,0,23
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3445,B,58,104,157,25,0,12
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3445,C,67,106,166,27,0,10
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3446,B,76,76,176,11,6,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3446,C,82,67,165,12,0,23
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3447,B,42,46,101,10,0,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3447,C,53,50,115,9,0,15
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3448,B,50,48,117,31,0,8
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3448,C,42,52,123,20,0,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3449,B,53,98,107,2,0,14
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3450,B,108,85,188,15,0,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3451,B,44,197,67,8,1,24
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3452,B,58,69,108,7,0,14
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3452,C,65,60,108,7,38,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3453,B,50,75,119,111,0,15
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3453,C,40,41,153,145,0,22
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3454,B,23,57,140,33,0,21
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3454,C,24,62,112,66,0,8
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3455,B,2,70,261,1,0,15
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3455,C,4,61,275,3,0,7
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3456,B,11,58,318,10,0,0
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3456,C,23,70,305,5,0,27
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3457,B,27,118,274,4,1,9
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3458,B,41,92,91,10,0,27
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3458,C,35,102,84,17,0,13
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3459,B,48,52,123,12,0,13
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3459,C,45,48,98,17,0,10
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3460,B,27,47,169,2,0,16
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3460,C,23,67,152,0,1,11
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3461,B,48,120,148,12,0,15
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3461,X,67,81,214,13,0,32
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3462,B,46,72,231,3,0,15
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3463,B,44,100,160,4,0,37
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3463,C,46,80,184,2,0,20
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3464,B,11,135,214,6,0,19
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3465,B,32,76,173,8,2,15
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3465,C,27,75,176,6,0,12
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3466,B,28,101,190,2,0,30
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3466,C,43,107,148,5,0,21
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3467,B,20,84,226,12,0,23
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3467,C,10,113,222,8,0,16
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3468,B,26,114,163,12,0,35
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3468,C,13,70,154,3,0,146
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3469,B,23,119,106,2,0,7
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3470,B,25,59,150,9,0,20
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3470,C,48,49,149,7,0,19
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3471,B,65,173,144,5,0,19
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3471,C,59,115,172,17,0,26
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3472,B,179,162,34,1,0,16
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3472,C,164,139,47,2,0,13
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3473,B,60,36,141,21,0,12
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3474,B,29,71,89,39,0,16
SANTIAGO TUXTLA,SANTIAGO TUXTLA,24,0,144,3474,C,27,60,104,70,0,19
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3475,B,20,90,110,3,114,31
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3475,C,9,76,107,0,140,35
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3475,C2,18,75,114,2,108,35
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3476,B,28,161,76,5,103,47
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3476,C,31,139,85,1,137,21
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3477,B,15,142,108,7,143,41
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3477,C,13,155,82,0,170,49
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3478,B,16,124,92,3,119,31
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3478,C,20,132,83,0,118,31
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3479,B,34,102,71,3,175,36
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3479,C,20,90,84,2,160,73
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3480,B,13,148,97,4,154,15
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3480,C,11,137,77,1,152,37
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3481,B,20,173,90,0,43,26
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3481,C,21,148,141,3,39,13
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3482,B,8,46,30,1,18,5
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3483,B,56,66,40,6,21,23
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3484,B,17,75,62,1,32,17
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3485,B,84,107,75,3,5,13
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3485,C,63,103,82,3,1,21
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3486,B,39,161,66,2,1,15
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3486,C,35,121,90,1,1,19
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3487,B,67,230,87,2,18,14
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3487,C,66,229,108,3,10,23
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3488,B,20,149,21,67,0,9
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3488,C,16,128,38,71,7,8
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3489,B,27,160,95,3,0,3
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3489,C,53,136,92,5,2,9
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3490,B,43,118,93,1,2,29
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3490,X,39,176,151,10,0,11
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3491,B,49,121,124,4,1,14
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3491,C,51,163,90,5,0,15
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3492,B,53,158,115,23,2,20
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3493,B,59,130,42,4,0,7
ACAYUCAN,SAYULA DE ALEMAN,26,1,145,3493,X,7,36,18,1,0,6
ACAYUCAN,SOCONUSCO,26,1,146,3494,B,173,162,14,28,0,7
ACAYUCAN,SOCONUSCO,26,1,146,3494,C,125,196,17,14,0,6
ACAYUCAN,SOCONUSCO,26,1,146,3495,B,118,217,35,72,0,0
ACAYUCAN,SOCONUSCO,26,1,146,3495,C,130,217,54,60,0,10
ACAYUCAN,SOCONUSCO,26,1,146,3496,B,126,252,8,87,0,23
ACAYUCAN,SOCONUSCO,26,1,146,3496,C,135,298,18,60,0,8
ACAYUCAN,SOCONUSCO,26,1,146,3497,B,65,91,14,109,0,15
ACAYUCAN,SOCONUSCO,26,1,146,3498,B,92,186,14,42,0,3
ACAYUCAN,SOCONUSCO,26,1,146,3499,B,196,250,10,20,0,9
ACAYUCAN,SOCONUSCO,26,1,146,3500,B,146,187,76,43,0,8
ACAYUCAN,SOCONUSCO,26,1,146,3501,B,151,177,16,42,0,18
ACAYUCAN,SOCONUSCO,26,1,146,3501,C,134,217,7,36,0,19
HUATUSCO,SOCHIAPA,14,1,147,3502,B,158,167,31,10,0,14
HUATUSCO,SOCHIAPA,14,1,147,3502,C,158,175,23,1,0,14
HUATUSCO,SOCHIAPA,14,1,147,3503,B,193,193,14,4,0,7
HUATUSCO,SOCHIAPA,14,1,147,3503,C,175,200,22,1,0,7
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3504,B,93,151,133,131,0,29
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3504,C,107,101,164,113,0,37
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3505,B,59,123,48,231,0,40
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3505,X,15,169,75,67,0,16
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3506,B,53,14,78,157,0,9
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3506,C,55,28,88,160,0,26
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3507,B,48,54,83,160,0,27
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3507,C,37,76,71,155,0,19
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3508,B,5,202,230,77,1,25
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3508,C,6,158,257,83,0,27
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3508,C2,5,187,249,65,2,29
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3509,B,4,18,215,32,0,8
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3510,B,174,26,108,120,0,18
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3510,C,176,14,93,172,0,15
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3511,B,175,37,156,25,0,25
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3511,C,174,38,179,27,0,16
ZONGOLICA,SOLEDAD ATZOMPA,18,1,148,3512,B,88,35,246,5,0,21
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3513,B,183,153,61,0,0,10
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3513,C,199,149,51,0,0,10
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3514,B,196,82,115,0,0,7
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3514,C,206,94,100,0,0,9
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3515,B,228,77,61,0,0,7
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3515,C,217,105,69,0,0,6
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3516,B,295,63,79,0,0,8
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3516,C,290,91,62,0,0,3
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3517,B,212,46,38,0,0,6
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3517,C,184,57,46,0,0,6
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3518,B,215,79,67,0,0,13
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3518,C,236,74,68,0,0,8
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3519,B,213,77,58,0,0,10
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3519,C,213,91,53,0,1,5
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3520,B,191,72,43,0,0,5
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3520,C,173,85,59,0,0,0
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3521,B,227,69,25,0,0,6
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3521,C,187,88,45,0,0,0
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3522,B,218,113,45,0,0,17
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3522,C,171,127,70,0,0,14
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3523,B,142,59,75,0,0,12
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3523,C,145,86,82,0,0,6
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3524,B,84,108,124,0,0,15
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3524,C,86,97,146,0,0,9
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3525,B,203,126,107,0,0,20
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3525,X,213,128,58,0,0,13
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3526,B,224,181,13,0,0,10
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3526,X,176,96,77,0,0,8
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3527,B,186,207,47,0,0,10
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3527,X,104,73,61,0,0,8
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3528,B,210,180,68,0,0,12
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3528,C,245,145,56,0,0,24
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3528,X,177,72,28,0,0,6
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3529,B,197,77,59,0,0,17
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3529,C,183,78,61,0,0,4
LA ANTIGUA,SOLEDAD DE DOBLADO,19,1,149,3529,X,190,131,5,0,0,3
COSOLEACAQUE,SOTEAPAN,27,1,150,3530,B,191,136,99,0,0,33
COSOLEACAQUE,SOTEAPAN,27,1,150,3530,C,213,116,116,0,0,16
COSOLEACAQUE,SOTEAPAN,27,1,150,3531,B,221,143,132,0,0,19
COSOLEACAQUE,SOTEAPAN,27,1,150,3531,C,176,125,209,0,0,15
COSOLEACAQUE,SOTEAPAN,27,1,150,3532,B,93,98,117,0,1,32
COSOLEACAQUE,SOTEAPAN,27,1,150,3532,C,115,100,108,0,4,15
COSOLEACAQUE,SOTEAPAN,27,1,150,3533,B,220,190,91,0,0,0
COSOLEACAQUE,SOTEAPAN,27,1,150,3533,C,237,200,123,0,0,43
COSOLEACAQUE,SOTEAPAN,27,1,150,3533,X,9,19,106,0,0,11
COSOLEACAQUE,TATAHUICAPAN,27,1,210,3534,B,18,209,136,0,0,20
COSOLEACAQUE,TATAHUICAPAN,27,1,210,3534,X,38,95,73,0,0,17
COSOLEACAQUE,TATAHUICAPAN,27,1,210,3535,B,20,173,139,0,3,14
COSOLEACAQUE,TATAHUICAPAN,27,1,210,3535,X,25,177,110,0,0,13
COSOLEACAQUE,SOTEAPAN,27,1,150,3536,B,34,67,112,0,0,27
COSOLEACAQUE,SOTEAPAN,27,1,150,3536,C,56,76,94,0,0,45
COSOLEACAQUE,SOTEAPAN,27,1,150,3536,X,98,262,252,0,0,8
COSOLEACAQUE,SOTEAPAN,27,1,150,3537,B,47,221,205,0,0,42
COSOLEACAQUE,SOTEAPAN,27,1,150,3538,B,111,166,245,0,0,17
COSOLEACAQUE,SOTEAPAN,27,1,150,3538,C,103,191,227,0,0,26
COSOLEACAQUE,SOTEAPAN,27,1,150,3539,B,215,181,47,0,0,27
COSOLEACAQUE,SOTEAPAN,27,1,150,3539,C,189,178,69,0,0,38
COSOLEACAQUE,SOTEAPAN,27,1,150,3539,C2,192,182,63,0,0,35
COSOLEACAQUE,SOTEAPAN,27,1,150,3540,B,218,91,121,0,0,33
COSOLEACAQUE,SOTEAPAN,27,1,150,3540,C,233,109,114,0,0,13
COSOLEACAQUE,SOTEAPAN,27,1,150,3540,C2,213,101,114,0,0,0
COSOLEACAQUE,SOTEAPAN,27,1,150,3541,B,46,187,235,0,0,24
COSOLEACAQUE,SOTEAPAN,27,1,150,3541,C,51,200,212,0,0,20
COSOLEACAQUE,SOTEAPAN,27,1,150,3542,B,104,20,111,0,0,5
COSOLEACAQUE,SOTEAPAN,27,1,150,3542,X,38,103,195,0,0,22
COSOLEACAQUE,SOTEAPAN,27,1,150,3542,X2,164,117,88,0,0,22
TANTOYUCA,TAMALIN,2,1,151,3543,B,75,220,115,0,0,8
TANTOYUCA,TAMALIN,2,1,151,3543,C,120,232,102,0,0,3
TANTOYUCA,TAMALIN,2,1,151,3544,B,120,225,96,0,0,7
TANTOYUCA,TAMALIN,2,1,151,3544,C,103,249,86,0,0,8
TANTOYUCA,TAMALIN,2,1,151,3545,B,132,268,67,0,0,4
TANTOYUCA,TAMALIN,2,1,151,3546,B,124,252,23,0,0,13
TANTOYUCA,TAMALIN,2,1,151,3546,X,117,152,20,0,0,4
TANTOYUCA,TAMALIN,2,1,151,3547,B,17,138,7,0,0,8
TANTOYUCA,TAMALIN,2,1,151,3548,B,156,261,15,0,0,11
TANTOYUCA,TAMALIN,2,1,151,3549,B,96,257,49,0,0,11
TANTOYUCA,TAMALIN,2,1,151,3549,X,175,288,12,0,0,6
TANTOYUCA,TAMALIN,2,1,151,3550,B,129,231,10,0,0,16
TANTOYUCA,TAMALIN,2,1,151,3550,C,126,238,8,0,0,14
TUXPAN,TAMIAHUA,5,1,152,3551,B,83,162,109,0,0,9
TUXPAN,TAMIAHUA,5,1,152,3551,C,86,148,117,0,0,18
TUXPAN,TAMIAHUA,5,1,152,3552,B,77,106,75,0,0,2
TUXPAN,TAMIAHUA,5,1,152,3552,C,81,119,72,0,0,10
TUXPAN,TAMIAHUA,5,1,152,3553,B,50,168,71,0,0,9
TUXPAN,TAMIAHUA,5,1,152,3553,C,64,151,50,0,0,7
TUXPAN,TAMIAHUA,5,1,152,3554,B,93,202,155,0,0,19
TUXPAN,TAMIAHUA,5,1,152,3555,B,90,71,133,0,1,6
TUXPAN,TAMIAHUA,5,1,152,3556,B,113,179,178,0,0,11
TUXPAN,TAMIAHUA,5,1,152,3557,B,94,90,76,0,0,17
TUXPAN,TAMIAHUA,5,1,152,3557,C,79,111,84,0,0,13
TUXPAN,TAMIAHUA,5,1,152,3558,B,51,116,162,0,0,17
TUXPAN,TAMIAHUA,5,1,152,3558,C,78,126,139,0,0,0
TUXPAN,TAMIAHUA,5,1,152,3559,B,101,146,55,0,0,25
TUXPAN,TAMIAHUA,5,1,152,3560,B,136,260,45,0,0,20
TUXPAN,TAMIAHUA,5,1,152,3561,B,130,156,129,0,0,17
TUXPAN,TAMIAHUA,5,1,152,3562,B,66,69,28,0,0,9
TUXPAN,TAMIAHUA,5,1,152,3563,B,67,135,81,0,0,10
TUXPAN,TAMIAHUA,5,1,152,3563,C,56,160,83,0,0,11
TUXPAN,TAMIAHUA,5,1,152,3564,B,67,149,64,0,0,0
TUXPAN,TAMIAHUA,5,1,152,3564,C,73,130,66,0,0,7
TUXPAN,TAMIAHUA,5,1,152,3565,B,47,90,111,0,0,0
TUXPAN,TAMIAHUA,5,1,152,3566,B,85,93,55,0,0,0
TUXPAN,TAMIAHUA,5,1,152,3566,C,90,120,47,0,0,15
TUXPAN,TAMIAHUA,5,1,152,3567,B,31,142,39,0,0,27
TUXPAN,TAMIAHUA,5,1,152,3567,C,30,144,43,0,0,19
TUXPAN,TAMIAHUA,5,1,152,3568,B,39,151,102,0,0,20
TUXPAN,TAMIAHUA,5,1,152,3568,C,53,101,134,0,0,30
TUXPAN,TAMIAHUA,5,1,152,3568,X,93,215,127,0,0,30
TUXPAN,TAMIAHUA,5,1,152,3569,B,24,135,89,0,0,19
TUXPAN,TAMIAHUA,5,1,152,3569,X,3,73,26,0,0,0
TUXPAN,TAMIAHUA,5,1,152,3570,B,67,106,90,0,0,17
TUXPAN,TAMIAHUA,5,1,152,3571,B,35,64,27,0,0,3
PANUCO,TAMPICO ALTO,1,1,153,3572,B,193,31,42,0,0,6
PANUCO,TAMPICO ALTO,1,1,153,3572,C,221,29,31,0,0,6
PANUCO,TAMPICO ALTO,1,1,153,3573,B,174,92,16,0,0,8
PANUCO,TAMPICO ALTO,1,1,153,3573,C,199,83,18,0,0,4
PANUCO,TAMPICO ALTO,1,1,153,3574,B,54,103,2,0,0,1
PANUCO,TAMPICO ALTO,1,1,153,3575,B,76,39,12,0,0,3
PANUCO,TAMPICO ALTO,1,1,153,3576,B,190,47,50,0,0,9
PANUCO,TAMPICO ALTO,1,1,153,3576,C,199,31,39,0,0,8
PANUCO,TAMPICO ALTO,1,1,153,3577,B,130,8,19,0,0,0
PANUCO,TAMPICO ALTO,1,1,153,3578,B,180,184,1,0,1,6
PANUCO,TAMPICO ALTO,1,1,153,3579,B,145,18,2,0,0,5
PANUCO,TAMPICO ALTO,1,1,153,3580,B,225,51,30,0,0,0
PANUCO,TAMPICO ALTO,1,1,153,3581,B,110,58,39,0,0,0
PANUCO,TAMPICO ALTO,1,1,153,3581,C,110,73,51,0,0,11
PANUCO,TAMPICO ALTO,1,1,153,3582,B,84,34,2,0,0,6
PANUCO,TAMPICO ALTO,1,1,153,3583,B,58,91,6,0,0,0
PANUCO,TAMPICO ALTO,1,1,153,3584,B,86,62,2,0,0,4
PANUCO,TAMPICO ALTO,1,1,153,3585,B,136,229,32,0,0,8
PANUCO,TAMPICO ALTO,1,1,153,3586,B,218,235,28,0,0,10
PANUCO,TAMPICO ALTO,1,1,153,3587,B,61,98,7,0,0,0
PANUCO,TAMPICO ALTO,1,1,153,3588,B,98,113,4,0,0,3
PANUCO,TAMPICO ALTO,1,1,153,3589,B,39,98,12,0,0,2
PANUCO,TAMPICO ALTO,1,1,153,3589,X,45,38,3,0,0,0
PANUCO,TAMPICO ALTO,1,1,153,3590,B,146,57,3,0,0,7
TUXPAN,TANCOCO,5,1,154,3591,B,11,54,177,46,0,13
TUXPAN,TANCOCO,5,1,154,3592,B,56,97,96,35,0,11
TUXPAN,TANCOCO,5,1,154,3592,C,41,77,146,23,0,0
TUXPAN,TANCOCO,5,1,154,3593,B,2,50,33,48,0,3
TUXPAN,TANCOCO,5,1,154,3594,B,34,47,56,58,0,10
TUXPAN,TANCOCO,5,1,154,3595,B,124,62,111,22,0,15
TUXPAN,TANCOCO,5,1,154,3595,X,83,93,84,21,0,104
TUXPAN,TANCOCO,5,1,154,3596,B,121,58,152,36,0,7
TUXPAN,TANCOCO,5,1,154,3596,C,133,47,150,23,0,7
TUXPAN,TANCOCO,5,1,154,3597,B,123,57,122,46,0,0
TANTOYUCA,TANTIMA,2,1,155,3598,B,250,216,6,0,0,9
TANTOYUCA,TANTIMA,2,1,155,3598,C,261,205,2,0,0,9
TANTOYUCA,TANTIMA,2,1,155,3599,B,206,139,46,0,0,12
TANTOYUCA,TANTIMA,2,1,155,3599,C,170,130,68,0,0,17
TANTOYUCA,TANTIMA,2,1,155,3600,B,241,79,93,0,0,24
TANTOYUCA,TANTIMA,2,1,155,3601,B,200,103,74,0,0,11
TANTOYUCA,TANTIMA,2,1,155,3602,B,174,59,50,0,0,15
TANTOYUCA,TANTIMA,2,1,155,3603,B,97,99,161,0,0,16
TANTOYUCA,TANTIMA,2,1,155,3603,C,108,125,138,0,0,16
TANTOYUCA,TANTIMA,2,1,155,3604,B,142,80,93,0,0,22
TANTOYUCA,TANTIMA,2,1,155,3604,X,140,151,50,0,0,0
TANTOYUCA,TANTIMA,2,1,155,3605,B,139,105,2,0,0,9
TANTOYUCA,TANTIMA,2,1,155,3606,B,192,107,119,0,0,8
TANTOYUCA,TANTIMA,2,1,155,3607,B,159,98,118,0,0,5
TANTOYUCA,TANTIMA,2,1,155,3608,B,294,143,102,0,0,16
TANTOYUCA,TANTOYUCA,2,0,156,3609,B,124,68,17,0,0,5
TANTOYUCA,TANTOYUCA,2,0,156,3609,C,121,65,20,0,0,11
